ServiceDateTime,Routes,RouteName,EarlyDeparture,OnTime,LateArrival,Missing,TimePointCount,OTP,AverageDwellTime,
,,,,,,,,,230.51,
,,,,,,,,,277.44,
,,,,,,,,,259.35,
,,,,,,,,,132.14,
,,,,,,,,,413.34,
,,,,,,,,,166.54,
,,,,,,,,,42.63,
,,,,,,,,,112.92,
,,,,,,,,,95.15,
,,,,,,,,,241.77,
,,,,,,,,,172.45,
,,,,,,,,,82.94,
,,,,,,,,,161.09,
,,,,,,,,,144.23,
,,,,,,,,,135.79,
,,,,,,,,,99.38,
,,,,,,,,,184.68,
,,,,,,,,,81.62,
,,,,,,,,,71.68,
,,,,,,,,,210.87,
,,,,,,,,,144.37,
,,,,,,,,,225.91,
,,,,,,,,,123.61,
,,,,,,,,,218.29,
,,,,,,,,,224.32,
,,,,,,,,,135.71,
,,,,,,,,,204.12,
,,,,,,,,,186.14,
,,,,,,,,,165.15,
,,,,,,,,,62.05,
,,,,,,,,,190.17,
,,,,,,,,,186.22,
,,,,,,,,,460.45,
,,,,,,,,,157.91,
,,,,,,,,,207.4,
,,,,,,,,,117.32,
,,,,,,,,,134.73,
,,,,,,,,,292.93,
,,,,,,,,,170.83,
,,,,,,,,,157.32,
,,,,,,,,,182.62,
,,,,,,,,,95.5,
,,,,,,,,,184.23,
,,,,,,,,,186.89,
,,,,,,,,,133.22,
,,,,,,,,,318.43,
,,,,,,,,,121.31,
,,,,,,,,,280.37,
,,,,,,,,,253.5,
,,,,,,,,,124.15,
,,,,,,,,,80.51,
,,,,,,,,,145.33,
,,,,,,,,,127.33,
,,,,,,,,,154.66,
,,,,,,,,,229.35,
,,,,,,,,,205.12,
,,,,,,,,,192.24,
,,,,,,,,,135.68,
,,,,,,,,,255.2,
,,,,,,,,,122.77,
,,,,,,,,,244.21,
,,,,,,,,,134.07,
,,,,,,,,,155.62,
,,,,,,,,,227.19,
,,,,,,,,,91.01,
,,,,,,,,,99.82,
,,,,,,,,,184.46,
,,,,,,,,,113.59,
,,,,,,,,,356.01,
,,,,,,,,,211.26,
,,,,,,,,,130.55,
,,,,,,,,,206.88,
,,,,,,,,,205.05,
,,,,,,,,,148.43,
,,,,,,,,,129.87,
,,,,,,,,,107.13,
,,,,,,,,,101.57,
,,,,,,,,,141.82,
,,,,,,,,,136.74,
,,,,,,,,,235.05,
,,,,,,,,,215.15,
,,,,,,,,,122.81,
,,,,,,,,,110.74,
,,,,,,,,,173.92,
,,,,,,,,,142.53,
,,,,,,,,,257.47,
,,,,,,,,,230.98,
,,,,,,,,,111.53,
,,,,,,,,,86.76,
,,,,,,,,,134.72,
,,,,,,,,,200.51,
,,,,,,,,,219.19,
,,,,,,,,,175.06,
,,,,,,,,,114.94,
,,,,,,,,,114.81,
,,,,,,,,,156.57,
,,,,,,,,,166.01,
,,,,,,,,,221.19,
,,,,,,,,,102.87,
,,,,,,,,,164.84,
,,,,,,,,,200.0,
,,,,,,,,,197.27,
,,,,,,,,,152.36,
,,,,,,,,,116.22,
,,,,,,,,,236.55,
,,,,,,,,,151.15,
,,,,,,,,,149.53,
,,,,,,,,,127.48,
,,,,,,,,,175.25,
,,,,,,,,,137.88,
,,,,,,,,,90.98,
,,,,,,,,,153.82,
,,,,,,,,,144.62,
,,,,,,,,,181.09,
,,,,,,,,,222.37,
,,,,,,,,,75.58,
,,,,,,,,,229.22,
,,,,,,,,,122.8,
,,,,,,,,,140.75,
,,,,,,,,,212.13,
,,,,,,,,,215.35,
,,,,,,,,,107.43,
,,,,,,,,,169.94,
,,,,,,,,,140.28,
,,,,,,,,,158.33,
,,,,,,,,,229.59,
,,,,,,,,,62.56,
,,,,,,,,,93.16,
,,,,,,,,,154.31,
,,,,,,,,,191.75,
,,,,,,,,,277.4,
,,,,,,,,,67.14,
,,,,,,,,,293.62,
,,,,,,,,,152.16,
,,,,,,,,,174.04,
,,,,,,,,,231.91,
,,,,,,,,,163.49,
,,,,,,,,,76.72,
,,,,,,,,,94.18,
,,,,,,,,,187.51,
,,,,,,,,,235.53,
,,,,,,,,,162.73,
,,,,,,,,,142.88,
,,,,,,,,,73.75,
,,,,,,,,,202.81,
,,,,,,,,,233.35,
,,,,,,,,,155.19,
,,,,,,,,,83.04,
,,,,,,,,,213.92,
,,,,,,,,,226.88,
,,,,,,,,,126.75,
,,,,,,,,,120.66,
,,,,,,,,,211.55,
,,,,,,,,,113.3,
,,,,,,,,,162.61,
,,,,,,,,,131.8,
,,,,,,,,,189.67,
,,,,,,,,,125.17,
,,,,,,,,,277.67,
,,,,,,,,,67.47,
,,,,,,,,,81.83,
,,,,,,,,,203.81,
,,,,,,,,,157.29,
,,,,,,,,,112.11,
,,,,,,,,,116.31,
,,,,,,,,,95.78,
,,,,,,,,,129.14,
,,,,,,,,,176.86,
,,,,,,,,,141.04,
,,,,,,,,,194.45,
,,,,,,,,,147.32,
,,,,,,,,,79.95,
,,,,,,,,,161.1,
,,,,,,,,,172.88,
,,,,,,,,,149.62,
,,,,,,,,,203.29,
,,,,,,,,,207.87,
,,,,,,,,,176.49,
,,,,,,,,,154.84,
,,,,,,,,,392.78,
,,,,,,,,,232.7,
,,,,,,,,,188.51,
,,,,,,,,,73.6,
,,,,,,,,,91.19,
,,,,,,,,,219.92,
,,,,,,,,,110.21,
,,,,,,,,,116.06,
,,,,,,,,,108.1,
,,,,,,,,,183.45,
,,,,,,,,,155.08,
,,,,,,,,,126.17,
,,,,,,,,,75.81,
,,,,,,,,,200.84,
,,,,,,,,,210.49,
,,,,,,,,,57.38,
,,,,,,,,,93.05,
,,,,,,,,,210.76,
,,,,,,,,,209.44,
,,,,,,,,,214.32,
,,,,,,,,,271.21,
,,,,,,,,,114.29,
,,,,,,,,,44.63,
,,,,,,,,,168.0,
,,,,,,,,,112.01,
,,,,,,,,,42.54,
,,,,,,,,,341.67,
,,,,,,,,,163.2,
,,,,,,,,,155.06,
,,,,,,,,,119.78,
,,,,,,,,,68.63,
,,,,,,,,,253.86,
,,,,,,,,,112.29,
,,,,,,,,,211.94,
,,,,,,,,,106.79,
,,,,,,,,,96.59,
,,,,,,,,,224.05,
,,,,,,,,,83.6,
,,,,,,,,,126.62,
,,,,,,,,,72.61,
,,,,,,,,,78.63,
,,,,,,,,,267.9,
,,,,,,,,,170.03,
,,,,,,,,,227.27,
,,,,,,,,,511.81,
,,,,,,,,,356.32,
,,,,,,,,,134.57,
,,,,,,,,,181.3,
,,,,,,,,,254.96,
,,,,,,,,,236.91,
,,,,,,,,,195.39,
,,,,,,,,,291.26,
,,,,,,,,,232.74,
,,,,,,,,,251.65,
,,,,,,,,,130.68,
,,,,,,,,,248.73,
,,,,,,,,,253.15,
,,,,,,,,,196.99,
,,,,,,,,,82.14,
,,,,,,,,,42.59,
,,,,,,,,,137.3,
,,,,,,,,,307.7,
,,,,,,,,,106.28,
,,,,,,,,,201.37,
,,,,,,,,,251.88,
,,,,,,,,,82.39,
,,,,,,,,,224.51,
,,,,,,,,,103.4,
,,,,,,,,,121.81,
,,,,,,,,,93.97,
,,,,,,,,,156.45,
,,,,,,,,,72.39,
,,,,,,,,,69.6,
,,,,,,,,,176.3,
,,,,,,,,,127.97,
,,,,,,,,,161.46,
,,,,,,,,,134.88,
,,,,,,,,,104.36,
,,,,,,,,,102.64,
,,,,,,,,,177.84,
,,,,,,,,,205.77,
,,,,,,,,,203.55,
,,,,,,,,,72.58,
,,,,,,,,,181.44,
,,,,,,,,,228.48,
,,,,,,,,,312.22,
,,,,,,,,,125.26,
,,,,,,,,,221.01,
,,,,,,,,,107.41,
,,,,,,,,,137.9,
,,,,,,,,,176.68,
,,,,,,,,,256.86,
,,,,,,,,,207.83,
,,,,,,,,,174.53,
,,,,,,,,,109.03,
,,,,,,,,,205.65,
,,,,,,,,,100.62,
,,,,,,,,,259.01,
,,,,,,,,,202.83,
,,,,,,,,,326.43,
,,,,,,,,,188.58,
,,,,,,,,,125.39,
,,,,,,,,,220.68,
,,,,,,,,,148.22,
,,,,,,,,,63.54,
,,,,,,,,,147.01,
,,,,,,,,,60.91,
,,,,,,,,,150.71,
,,,,,,,,,111.1,
,,,,,,,,,147.22,
,,,,,,,,,182.21,
,,,,,,,,,203.18,
,,,,,,,,,186.67,
,,,,,,,,,98.57,
,,,,,,,,,191.41,
,,,,,,,,,53.97,
,,,,,,,,,188.39,
,,,,,,,,,204.77,
,,,,,,,,,123.65,
,,,,,,,,,106.86,
,,,,,,,,,184.12,
,,,,,,,,,147.92,
,,,,,,,,,238.58,
,,,,,,,,,168.25,
,,,,,,,,,147.98,
,,,,,,,,,216.42,
,,,,,,,,,177.58,
,,,,,,,,,213.74,
,,,,,,,,,239.86,
,,,,,,,,,195.5,
,,,,,,,,,60.62,
,,,,,,,,,87.85,
,,,,,,,,,149.66,
,,,,,,,,,127.31,
,,,,,,,,,101.21,
,,,,,,,,,280.34,
,,,,,,,,,104.28,
,,,,,,,,,80.22,
,,,,,,,,,145.24,
,,,,,,,,,198.26,
,,,,,,,,,113.68,
,,,,,,,,,196.65,
,,,,,,,,,136.37,
,,,,,,,,,239.31,
,,,,,,,,,174.52,
,,,,,,,,,399.79,
,,,,,,,,,171.96,
,,,,,,,,,340.35,
,,,,,,,,,172.9,
,,,,,,,,,189.9,
,,,,,,,,,237.87,
,,,,,,,,,135.89,
,,,,,,,,,243.28,
,,,,,,,,,193.17,
,,,,,,,,,219.75,
,,,,,,,,,171.19,
,,,,,,,,,80.88,
,,,,,,,,,320.18,
,,,,,,,,,215.16,
,,,,,,,,,126.83,
,,,,,,,,,246.4,
,,,,,,,,,98.79,
,,,,,,,,,230.68,
,,,,,,,,,245.69,
,,,,,,,,,223.16,
,,,,,,,,,298.62,
,,,,,,,,,250.31,
,,,,,,,,,243.94,
,,,,,,,,,197.0,
,,,,,,,,,168.09,
,,,,,,,,,248.07,
,,,,,,,,,127.07,
,,,,,,,,,197.46,
,,,,,,,,,68.12,
,,,,,,,,,150.34,
,,,,,,,,,221.11,
,,,,,,,,,205.66,
,,,,,,,,,210.66,
,,,,,,,,,130.84,
,,,,,,,,,200.7,
,,,,,,,,,168.67,
,,,,,,,,,62.54,
,,,,,,,,,192.69,
,,,,,,,,,164.96,
,,,,,,,,,166.42,
,,,,,,,,,159.95,
,,,,,,,,,227.9,
,,,,,,,,,97.9,
,,,,,,,,,160.83,
,,,,,,,,,322.21,
,,,,,,,,,284.16,
,,,,,,,,,132.91,
,,,,,,,,,199.12,
,,,,,,,,,194.11,
,,,,,,,,,129.72,
,,,,,,,,,243.82,
,,,,,,,,,164.02,
,,,,,,,,,122.24,
,,,,,,,,,132.27,
,,,,,,,,,103.68,
,,,,,,,,,179.82,
,,,,,,,,,162.18,
,,,,,,,,,208.24,
,,,,,,,,,85.84,
,,,,,,,,,183.44,
,,,,,,,,,217.68,
,,,,,,,,,205.46,
,,,,,,,,,280.95,
,,,,,,,,,237.35,
,,,,,,,,,196.63,
,,,,,,,,,189.79,
,,,,,,,,,172.14,
,,,,,,,,,165.26,
,,,,,,,,,242.76,
,,,,,,,,,154.12,
,,,,,,,,,202.11,
,,,,,,,,,257.84,
,,,,,,,,,82.59,
,,,,,,,,,97.21,
,,,,,,,,,216.41,
,,,,,,,,,174.46,
,,,,,,,,,179.61,
,,,,,,,,,208.75,
,,,,,,,,,192.38,
,,,,,,,,,193.68,
,,,,,,,,,223.04,
,,,,,,,,,89.23,
,,,,,,,,,162.04,
,,,,,,,,,188.87,
,,,,,,,,,179.2,
,,,,,,,,,92.0,
,,,,,,,,,149.26,
,,,,,,,,,101.28,
,,,,,,,,,68.04,
,,,,,,,,,113.34,
,,,,,,,,,102.55,
,,,,,,,,,104.84,
,,,,,,,,,135.24,
,,,,,,,,,142.29,
,,,,,,,,,98.39,
,,,,,,,,,97.41,
,,,,,,,,,195.93,
,,,,,,,,,211.64,
,,,,,,,,,63.36,
,,,,,,,,,93.3,
,,,,,,,,,351.58,
,,,,,,,,,232.15,
,,,,,,,,,207.52,
,,,,,,,,,199.01,
,,,,,,,,,77.8,
,,,,,,,,,191.82,
,,,,,,,,,202.59,
,,,,,,,,,255.76,
,,,,,,,,,188.72,
,,,,,,,,,122.23,
,,,,,,,,,72.3,
,,,,,,,,,204.28,
,,,,,,,,,193.08,
,,,,,,,,,49.67,
,,,,,,,,,217.35,
,,,,,,,,,175.77,
,,,,,,,,,173.54,
,,,,,,,,,278.55,
,,,,,,,,,115.16,
,,,,,,,,,185.9,
,,,,,,,,,238.3,
,,,,,,,,,86.26,
,,,,,,,,,203.05,
,,,,,,,,,242.3,
,,,,,,,,,200.24,
,,,,,,,,,145.56,
,,,,,,,,,159.76,
,,,,,,,,,209.93,
,,,,,,,,,110.17,
,,,,,,,,,278.63,
,,,,,,,,,230.41,
,,,,,,,,,190.72,
,,,,,,,,,349.13,
,,,,,,,,,403.41,
,,,,,,,,,399.46,
,,,,,,,,,266.35,
,,,,,,,,,291.9,
,,,,,,,,,54.96,
,,,,,,,,,98.4,
,,,,,,,,,227.74,
,,,,,,,,,268.51,
,,,,,,,,,260.35,
,,,,,,,,,90.53,
,,,,,,,,,201.71,
,,,,,,,,,177.07,
,,,,,,,,,86.32,
,,,,,,,,,217.57,
,,,,,,,,,124.84,
,,,,,,,,,268.94,
,,,,,,,,,448.72,
,,,,,,,,,141.86,
,,,,,,,,,194.54,
,,,,,,,,,90.02,
,,,,,,,,,204.81,
,,,,,,,,,274.88,
,,,,,,,,,185.38,
,,,,,,,,,369.98,
,,,,,,,,,264.7,
,,,,,,,,,117.42,
,,,,,,,,,41.49,
,,,,,,,,,221.42,
,,,,,,,,,115.1,
,,,,,,,,,169.88,
,,,,,,,,,153.86,
,,,,,,,,,169.7,
,,,,,,,,,160.46,
,,,,,,,,,239.4,
,,,,,,,,,186.63,
,,,,,,,,,43.94,
,,,,,,,,,280.6,
,,,,,,,,,202.49,
,,,,,,,,,203.74,
,,,,,,,,,242.75,
,,,,,,,,,123.57,
,,,,,,,,,327.97,
,,,,,,,,,78.19,
,,,,,,,,,194.37,
,,,,,,,,,154.21,
,,,,,,,,,300.53,
,,,,,,,,,200.81,
,,,,,,,,,110.06,
,,,,,,,,,129.45,
,,,,,,,,,115.57,
,,,,,,,,,241.53,
,,,,,,,,,70.17,
,,,,,,,,,184.16,
,,,,,,,,,129.36,
,,,,,,,,,79.89,
,,,,,,,,,145.1,
,,,,,,,,,185.99,
,,,,,,,,,243.91,
,,,,,,,,,249.15,
,,,,,,,,,190.11,
,,,,,,,,,284.87,
,,,,,,,,,126.16,
,,,,,,,,,61.07,
,,,,,,,,,241.34,
,,,,,,,,,93.59,
,,,,,,,,,223.77,
,,,,,,,,,244.42,
,,,,,,,,,164.27,
,,,,,,,,,155.47,
,,,,,,,,,127.55,
,,,,,,,,,99.81,
,,,,,,,,,210.71,
,,,,,,,,,264.75,
,,,,,,,,,265.23,
,,,,,,,,,214.62,
,,,,,,,,,186.15,
,,,,,,,,,208.1,
,,,,,,,,,191.28,
,,,,,,,,,78.08,
,,,,,,,,,379.41,
,,,,,,,,,227.94,
,,,,,,,,,253.49,
,,,,,,,,,266.41,
,,,,,,,,,110.68,
,,,,,,,,,112.53,
,,,,,,,,,182.61,
,,,,,,,,,166.49,
,,,,,,,,,207.88,
,,,,,,,,,212.79,
,,,,,,,,,102.01,
,,,,,,,,,130.21,
,,,,,,,,,142.72,
,,,,,,,,,232.6,
,,,,,,,,,210.44,
,,,,,,,,,91.93,
,,,,,,,,,193.21,
,,,,,,,,,220.52,
,,,,,,,,,342.81,
,,,,,,,,,75.92,
,,,,,,,,,369.38,
,,,,,,,,,160.33,
,,,,,,,,,125.86,
,,,,,,,,,81.81,
,,,,,,,,,124.48,
,,,,,,,,,241.13,
,,,,,,,,,101.27,
,,,,,,,,,202.29,
,,,,,,,,,268.63,
,,,,,,,,,258.11,
,,,,,,,,,233.94,
,,,,,,,,,252.67,
,,,,,,,,,148.78,
,,,,,,,,,205.63,
,,,,,,,,,243.33,
,,,,,,,,,191.68,
,,,,,,,,,155.11,
,,,,,,,,,106.23,
,,,,,,,,,173.67,
,,,,,,,,,114.83,
,,,,,,,,,97.76,
,,,,,,,,,140.17,
,,,,,,,,,167.63,
,,,,,,,,,401.53,
,,,,,,,,,128.55,
,,,,,,,,,182.95,
,,,,,,,,,88.21,
,,,,,,,,,226.03,
,,,,,,,,,279.3,
,,,,,,,,,70.49,
,,,,,,,,,241.22,
,,,,,,,,,248.21,
,,,,,,,,,198.45,
,,,,,,,,,241.25,
,,,,,,,,,138.27,
,,,,,,,,,71.51,
,,,,,,,,,219.44,
,,,,,,,,,129.95,
,,,,,,,,,168.49,
,,,,,,,,,220.89,
,,,,,,,,,105.36,
,,,,,,,,,80.84,
,,,,,,,,,212.37,
,,,,,,,,,198.29,
,,,,,,,,,187.21,
,,,,,,,,,177.33,
,,,,,,,,,71.73,
,,,,,,,,,198.67,
,,,,,,,,,162.36,
,,,,,,,,,121.22,
,,,,,,,,,196.5,
,,,,,,,,,182.69,
,,,,,,,,,118.64,
,,,,,,,,,184.24,
,,,,,,,,,163.99,
,,,,,,,,,186.84,
,,,,,,,,,130.1,
,,,,,,,,,106.88,
,,,,,,,,,139.24,
,,,,,,,,,79.19,
,,,,,,,,,200.8,
,,,,,,,,,129.5,
,,,,,,,,,164.97,
,,,,,,,,,333.29,
,,,,,,,,,218.73,
,,,,,,,,,120.04,
,,,,,,,,,118.3,
,,,,,,,,,168.24,
,,,,,,,,,189.46,
,,,,,,,,,163.21,
,,,,,,,,,184.67,
,,,,,,,,,154.43,
,,,,,,,,,87.42,
,,,,,,,,,224.08,
,,,,,,,,,130.71,
,,,,,,,,,181.42,
,,,,,,,,,168.56,
,,,,,,,,,235.38,
,,,,,,,,,425.65,
,,,,,,,,,240.18,
,,,,,,,,,104.85,
,,,,,,,,,232.38,
,,,,,,,,,240.75,
,,,,,,,,,194.0,
,,,,,,,,,208.92,
,,,,,,,,,186.02,
,,,,,,,,,191.35,
,,,,,,,,,83.77,
,,,,,,,,,223.8,
,,,,,,,,,148.06,
,,,,,,,,,153.21,
,,,,,,,,,190.74,
,,,,,,,,,77.15,
,,,,,,,,,198.51,
,,,,,,,,,166.75,
,,,,,,,,,217.04,
,,,,,,,,,190.21,
,,,,,,,,,99.14,
,,,,,,,,,140.54,
,,,,,,,,,79.68,
,,,,,,,,,119.13,
,,,,,,,,,148.7,
,,,,,,,,,139.83,
,,,,,,,,,169.95,
,,,,,,,,,86.02,
,,,,,,,,,220.23,
,,,,,,,,,134.09,
,,,,,,,,,241.84,
,,,,,,,,,282.17,
,,,,,,,,,73.63,
,,,,,,,,,155.37,
,,,,,,,,,137.37,
,,,,,,,,,245.53,
,,,,,,,,,224.53,
,,,,,,,,,309.77,
,,,,,,,,,192.55,
,,,,,,,,,98.28,
,,,,,,,,,103.73,
,,,,,,,,,257.98,
,,,,,,,,,150.94,
,,,,,,,,,110.87,
,,,,,,,,,178.93,
,,,,,,,,,141.19,
,,,,,,,,,144.42,
,,,,,,,,,263.89,
,,,,,,,,,259.1,
,,,,,,,,,129.2,
,,,,,,,,,62.53,
,,,,,,,,,123.89,
,,,,,,,,,190.88,
,,,,,,,,,192.77,
,,,,,,,,,105.32,
,,,,,,,,,206.55,
,,,,,,,,,83.26,
,,,,,,,,,192.52,
,,,,,,,,,125.43,
,,,,,,,,,173.61,
,,,,,,,,,275.12,
,,,,,,,,,116.09,
,,,,,,,,,222.63,
,,,,,,,,,71.99,
,,,,,,,,,316.75,
,,,,,,,,,201.4,
,,,,,,,,,212.45,
,,,,,,,,,189.42,
,,,,,,,,,84.93,
,,,,,,,,,215.96,
,,,,,,,,,200.1,
,,,,,,,,,50.18,
,,,,,,,,,235.43,
,,,,,,,,,164.39,
,,,,,,,,,357.16,
,,,,,,,,,120.9,
,,,,,,,,,175.5,
,,,,,,,,,195.76,
,,,,,,,,,113.23,
,,,,,,,,,166.74,
,,,,,,,,,205.58,
,,,,,,,,,171.74,
,,,,,,,,,183.42,
,,,,,,,,,313.91,
,,,,,,,,,242.16,
,,,,,,,,,93.67,
,,,,,,,,,129.21,
,,,,,,,,,84.02,
,,,,,,,,,76.53,
,,,,,,,,,88.78,
,,,,,,,,,136.19,
,,,,,,,,,195.55,
,,,,,,,,,186.41,
,,,,,,,,,106.19,
,,,,,,,,,97.34,
,,,,,,,,,187.05,
,,,,,,,,,287.87,
,,,,,,,,,71.7,
,,,,,,,,,223.65,
,,,,,,,,,564.08,
,,,,,,,,,190.6,
,,,,,,,,,254.9,
,,,,,,,,,196.7,
,,,,,,,,,250.99,
,,,,,,,,,281.99,
,,,,,,,,,246.74,
,,,,,,,,,213.1,
,,,,,,,,,188.89,
,,,,,,,,,212.3,
,,,,,,,,,136.07,
,,,,,,,,,204.27,
,,,,,,,,,34.06,
,,,,,,,,,377.73,
,,,,,,,,,101.93,
,,,,,,,,,283.59,
,,,,,,,,,149.52,
,,,,,,,,,209.3,
,,,,,,,,,209.0,
,,,,,,,,,68.97,
,,,,,,,,,216.11,
,,,,,,,,,183.8,
,,,,,,,,,80.97,
,,,,,,,,,170.39,
,,,,,,,,,133.24,
,,,,,,,,,201.1,
,,,,,,,,,230.71,
,,,,,,,,,96.26,
,,,,,,,,,347.3,
,,,,,,,,,184.38,
,,,,,,,,,97.68,
,,,,,,,,,139.47,
,,,,,,,,,65.36,
,,,,,,,,,255.99,
,,,,,,,,,200.75,
,,,,,,,,,198.98,
,,,,,,,,,210.93,
,,,,,,,,,180.7,
,,,,,,,,,212.44,
,,,,,,,,,189.54,
,,,,,,,,,150.44,
,,,,,,,,,149.8,
,,,,,,,,,220.67,
,,,,,,,,,218.52,
,,,,,,,,,67.71,
,,,,,,,,,160.38,
,,,,,,,,,203.45,
,,,,,,,,,163.51,
,,,,,,,,,226.38,
,,,,,,,,,269.13,
,,,,,,,,,266.03,
,,,,,,,,,124.77,
,,,,,,,,,168.64,
,,,,,,,,,182.5,
,,,,,,,,,149.95,
,,,,,,,,,124.91,
,,,,,,,,,100.03,
,,,,,,,,,333.77,
,,,,,,,,,152.67,
,,,,,,,,,103.18,
,,,,,,,,,247.47,
,,,,,,,,,190.25,
,,,,,,,,,174.98,
,,,,,,,,,58.46,
,,,,,,,,,97.28,
,,,,,,,,,194.34,
,,,,,,,,,147.55,
,,,,,,,,,87.52,
,,,,,,,,,220.92,
,,,,,,,,,278.29,
,,,,,,,,,186.31,
,,,,,,,,,165.47,
,,,,,,,,,173.71,
,,,,,,,,,227.2,
,,,,,,,,,269.7,
,,,,,,,,,256.66,
,,,,,,,,,107.65,
,,,,,,,,,94.3,
,,,,,,,,,168.92,
,,,,,,,,,254.78,
,,,,,,,,,67.38,
,,,,,,,,,245.18,
,,,,,,,,,136.49,
,,,,,,,,,136.24,
,,,,,,,,,200.01,
,,,,,,,,,166.55,
,,,,,,,,,112.77,
,,,,,,,,,104.59,
,,,,,,,,,236.06,
,,,,,,,,,109.07,
,,,,,,,,,186.05,
,,,,,,,,,152.0,
,,,,,,,,,127.03,
,,,,,,,,,93.45,
,,,,,,,,,87.01,
,,,,,,,,,86.04,
,,,,,,,,,211.74,
,,,,,,,,,237.94,
,,,,,,,,,53.23,
,,,,,,,,,69.91,
,,,,,,,,,90.65,
,,,,,,,,,86.43,
,,,,,,,,,66.14,
,,,,,,,,,189.62,
,,,,,,,,,150.77,
,,,,,,,,,112.19,
,,,,,,,,,118.35,
,,,,,,,,,227.23,
,,,,,,,,,200.77,
,,,,,,,,,89.4,
,,,,,,,,,182.39,
,,,,,,,,,172.49,
,,,,,,,,,145.98,
,,,,,,,,,196.07,
,,,,,,,,,162.96,
,,,,,,,,,181.71,
,,,,,,,,,208.55,
,,,,,,,,,189.38,
,,,,,,,,,223.32,
,,,,,,,,,235.3,
,,,,,,,,,109.32,
,,,,,,,,,134.17,
,,,,,,,,,80.99,
,,,,,,,,,143.06,
,,,,,,,,,127.73,
,,,,,,,,,110.39,
,,,,,,,,,104.49,
,,,,,,,,,90.11,
,,,,,,,,,114.33,
,,,,,,,,,348.81,
,,,,,,,,,192.11,
,,,,,,,,,52.4,
,,,,,,,,,157.33,
,,,,,,,,,64.31,
,,,,,,,,,291.33,
,,,,,,,,,173.51,
,,,,,,,,,130.66,
,,,,,,,,,123.3,
,,,,,,,,,140.74,
,,,,,,,,,84.28,
,,,,,,,,,171.76,
,,,,,,,,,315.34,
,,,,,,,,,162.77,
,,,,,,,,,144.87,
,,,,,,,,,129.23,
,,,,,,,,,302.08,
,,,,,,,,,113.22,
,,,,,,,,,92.61,
,,,,,,,,,94.51,
,,,,,,,,,195.31,
,,,,,,,,,249.94,
,,,,,,,,,213.29,
,,,,,,,,,167.96,
,,,,,,,,,75.6,
,,,,,,,,,193.83,
,,,,,,,,,131.72,
,,,,,,,,,212.53,
,,,,,,,,,190.24,
,,,,,,,,,157.46,
,,,,,,,,,242.62,
,,,,,,,,,202.09,
,,,,,,,,,297.79,
,,,,,,,,,121.96,
,,,,,,,,,152.92,
,,,,,,,,,78.68,
,,,,,,,,,181.78,
,,,,,,,,,215.72,
,,,,,,,,,239.99,
,,,,,,,,,168.55,
,,,,,,,,,213.41,
,,,,,,,,,206.44,
,,,,,,,,,82.77,
,,,,,,,,,140.02,
,,,,,,,,,145.42,
,,,,,,,,,311.78,
,,,,,,,,,232.3,
,,,,,,,,,168.06,
,,,,,,,,,218.58,
,,,,,,,,,223.0,
,,,,,,,,,176.56,
,,,,,,,,,231.7,
,,,,,,,,,155.99,
,,,,,,,,,89.75,
,,,,,,,,,160.4,
,,,,,,,,,129.99,
,,,,,,,,,192.15,
,,,,,,,,,221.7,
,,,,,,,,,147.76,
,,,,,,,,,154.52,
,,,,,,,,,199.6,
,,,,,,,,,84.69,
,,,,,,,,,256.49,
,,,,,,,,,238.63,
,,,,,,,,,169.74,
,,,,,,,,,274.92,
,,,,,,,,,149.46,
,,,,,,,,,139.44,
,,,,,,,,,207.14,
,,,,,,,,,260.15,
,,,,,,,,,258.93,
,,,,,,,,,333.09,
,,,,,,,,,469.75,
,,,,,,,,,174.58,
,,,,,,,,,240.66,
,,,,,,,,,419.66,
,,,,,,,,,203.17,
,,,,,,,,,245.3,
,,,,,,,,,133.81,
,,,,,,,,,92.29,
,,,,,,,,,191.09,
,,,,,,,,,65.12,
,,,,,,,,,270.13,
,,,,,,,,,86.49,
,,,,,,,,,298.0,
,,,,,,,,,167.22,
,,,,,,,,,208.59,
,,,,,,,,,232.4,
,,,,,,,,,90.55,
,,,,,,,,,96.07,
,,,,,,,,,261.01,
,,,,,,,,,143.6,
,,,,,,,,,123.85,
,,,,,,,,,87.24,
,,,,,,,,,279.63,
,,,,,,,,,100.89,
,,,,,,,,,169.04,
,,,,,,,,,199.7,
,,,,,,,,,313.97,
,,,,,,,,,174.66,
,,,,,,,,,173.1,
,,,,,,,,,98.48,
,,,,,,,,,272.61,
,,,,,,,,,199.8,
,,,,,,,,,276.65,
,,,,,,,,,205.07,
,,,,,,,,,207.53,
,,,,,,,,,63.9,
,,,,,,,,,186.56,
,,,,,,,,,110.44,
,,,,,,,,,217.45,
,,,,,,,,,187.93,
,,,,,,,,,437.81,
,,,,,,,,,127.2,
,,,,,,,,,277.3,
,,,,,,,,,124.13,
,,,,,,,,,168.37,
,,,,,,,,,231.98,
,,,,,,,,,254.43,
,,,,,,,,,144.04,
,,,,,,,,,143.99,
,,,,,,,,,109.28,
,,,,,,,,,139.41,
,,,,,,,,,249.9,
,,,,,,,,,103.77,
,,,,,,,,,103.72,
,,,,,,,,,73.38,
,,,,,,,,,253.47,
,,,,,,,,,171.14,
,,,,,,,,,219.0,
,,,,,,,,,150.25,
,,,,,,,,,254.56,
,,,,,,,,,396.75,
,,,,,,,,,160.67,
