ServiceDateTime,Routes,RouteName,EarlyDeparture,OnTime,LateArrival,Missing,TimePointCount,OTP,AverageDwellTime,
,,,,,,,,74.53,159.92,
,,,,,,,,89.32,181.64,
,,,,,,,,75.67,185.13,
,,,,,,,,54.2,161.87,
,,,,,,,,65.89,149.17,
,,,,,,,,90.88,112.46,
,,,,,,,,70.22,164.54,
,,,,,,,,79.7,110.23,
,,,,,,,,53.47,104.57,
,,,,,,,,98.88,103.44,
,,,,,,,,67.7,114.03,
,,,,,,,,72.86,99.63,
,,,,,,,,79.65,191.27,
,,,,,,,,62.78,94.9,
,,,,,,,,67.19,186.79,
,,,,,,,,67.9,117.06,
,,,,,,,,54.7,121.61,
,,,,,,,,72.7,156.3,
,,,,,,,,49.35,125.36,
,,,,,,,,80.63,148.07,
,,,,,,,,59.09,206.62,
,,,,,,,,69.88,60.86,
,,,,,,,,64.07,111.07,
,,,,,,,,95.7,110.78,
,,,,,,,,86.59,61.67,
,,,,,,,,96.47,105.44,
,,,,,,,,20.79,208.61,
,,,,,,,,67.1,140.63,
,,,,,,,,82.7,145.78,
,,,,,,,,72.38,156.15,
,,,,,,,,95.59,101.84,
,,,,,,,,92.42,173.81,
,,,,,,,,66.25,173.44,
,,,,,,,,73.04,144.46,
,,,,,,,,73.86,169.91,
,,,,,,,,94.79,91.94,
,,,,,,,,95.41,119.02,
,,,,,,,,85.37,209.74,
,,,,,,,,95.2,141.2,
,,,,,,,,76.2,131.73,
,,,,,,,,90.94,110.69,
,,,,,,,,70.79,135.38,
,,,,,,,,74.45,205.69,
,,,,,,,,70.2,136.86,
,,,,,,,,84.02,242.63,
,,,,,,,,77.16,151.3,
,,,,,,,,63.93,176.52,
,,,,,,,,92.24,84.73,
,,,,,,,,78.11,157.81,
,,,,,,,,84.22,171.15,
,,,,,,,,98.08,97.13,
,,,,,,,,96.1,152.63,
,,,,,,,,93.26,87.36,
,,,,,,,,97.53,107.59,
,,,,,,,,90.31,151.11,
,,,,,,,,95.31,184.19,
,,,,,,,,70.23,152.69,
,,,,,,,,92.57,147.54,
,,,,,,,,91.3,105.41,
,,,,,,,,90.87,90.76,
,,,,,,,,90.04,191.94,
,,,,,,,,78.92,138.24,
,,,,,,,,93.85,148.12,
,,,,,,,,85.26,151.9,
,,,,,,,,90.85,153.99,
,,,,,,,,63.27,204.87,
,,,,,,,,63.59,147.15,
,,,,,,,,96.93,187.09,
,,,,,,,,75.54,188.49,
,,,,,,,,91.98,202.5,
,,,,,,,,68.84,166.24,
,,,,,,,,81.47,190.65,
,,,,,,,,89.08,206.96,
,,,,,,,,73.66,182.44,
,,,,,,,,60.89,247.1,
,,,,,,,,65.1,201.92,
,,,,,,,,92.32,142.68,
,,,,,,,,73.81,84.65,
,,,,,,,,65.4,102.83,
,,,,,,,,71.89,191.24,
,,,,,,,,65.67,83.25,
,,,,,,,,94.5,106.51,
,,,,,,,,92.14,157.19,
,,,,,,,,67.82,93.53,
,,,,,,,,87.77,135.69,
,,,,,,,,59.64,124.54,
,,,,,,,,88.59,99.09,
,,,,,,,,92.01,162.84,
,,,,,,,,70.72,113.2,
,,,,,,,,93.72,85.27,
,,,,,,,,67.13,246.16,
,,,,,,,,90.44,185.36,
,,,,,,,,69.82,203.2,
,,,,,,,,71.36,137.74,
,,,,,,,,70.48,152.54,
,,,,,,,,77.7,90.48,
,,,,,,,,84.47,154.48,
,,,,,,,,60.18,188.26,
,,,,,,,,72.9,151.5,
,,,,,,,,70.41,132.85,
,,,,,,,,94.37,121.77,
,,,,,,,,65.03,132.59,
,,,,,,,,92.5,177.26,
,,,,,,,,58.73,160.77,
,,,,,,,,68.87,105.6,
,,,,,,,,73.35,106.15,
,,,,,,,,62.19,77.31,
,,,,,,,,92.15,66.77,
,,,,,,,,63.91,145.03,
,,,,,,,,85.28,261.86,
,,,,,,,,86.12,151.01,
,,,,,,,,64.44,125.99,
,,,,,,,,96.2,112.87,
,,,,,,,,32.98,82.23,
,,,,,,,,94.86,109.37,
,,,,,,,,62.55,148.03,
,,,,,,,,72.3,105.85,
,,,,,,,,64.83,175.76,
,,,,,,,,67.25,161.83,
,,,,,,,,69.75,395.19,
,,,,,,,,68.0,129.55,
,,,,,,,,90.45,100.99,
,,,,,,,,95.85,168.47,
,,,,,,,,95.19,166.17,
,,,,,,,,97.78,277.75,
,,,,,,,,62.11,130.14,
,,,,,,,,69.6,171.95,
,,,,,,,,82.99,182.6,
,,,,,,,,80.55,100.46,
,,,,,,,,68.95,156.25,
,,,,,,,,73.5,132.61,
,,,,,,,,70.32,209.51,
,,,,,,,,67.66,116.23,
,,,,,,,,98.8,117.31,
,,,,,,,,96.95,109.4,
,,,,,,,,75.06,170.37,
,,,,,,,,63.88,113.63,
,,,,,,,,91.91,210.45,
,,,,,,,,79.79,123.95,
,,,,,,,,94.78,133.12,
,,,,,,,,83.63,232.57,
,,,,,,,,81.81,374.25,
,,,,,,,,90.89,171.97,
,,,,,,,,86.35,185.75,
,,,,,,,,74.49,137.02,
,,,,,,,,68.24,134.58,
,,,,,,,,73.22,147.68,
,,,,,,,,75.26,147.86,
,,,,,,,,86.48,241.74,
,,,,,,,,79.03,247.21,
,,,,,,,,60.87,122.6,
,,,,,,,,66.24,136.68,
,,,,,,,,91.44,122.14,
,,,,,,,,93.98,98.56,
,,,,,,,,96.46,81.01,
,,,,,,,,59.0,168.45,
,,,,,,,,70.39,269.23,
,,,,,,,,98.81,177.96,
,,,,,,,,89.02,146.62,
,,,,,,,,59.96,149.41,
,,,,,,,,78.46,198.78,
,,,,,,,,81.26,139.94,
,,,,,,,,67.21,104.41,
,,,,,,,,81.51,89.35,
,,,,,,,,62.83,98.71,
,,,,,,,,68.67,220.56,
,,,,,,,,72.33,175.42,
,,,,,,,,66.05,208.19,
,,,,,,,,73.89,124.58,
,,,,,,,,91.62,123.17,
,,,,,,,,79.18,115.36,
,,,,,,,,91.82,100.83,
,,,,,,,,53.98,136.35,
,,,,,,,,71.75,111.21,
,,,,,,,,56.19,117.18,
,,,,,,,,81.44,185.86,
,,,,,,,,65.23,79.62,
,,,,,,,,64.96,107.57,
,,,,,,,,83.2,108.88,
,,,,,,,,68.17,100.23,
,,,,,,,,50.65,157.6,
,,,,,,,,76.39,164.42,
,,,,,,,,67.84,102.77,
,,,,,,,,56.79,245.86,
,,,,,,,,48.08,133.39,
,,,,,,,,66.59,179.24,
,,,,,,,,96.73,95.75,
,,,,,,,,92.64,94.44,
,,,,,,,,69.64,245.33,
,,,,,,,,63.08,178.95,
,,,,,,,,76.59,219.89,
,,,,,,,,81.27,345.18,
,,,,,,,,68.71,154.45,
,,,,,,,,64.12,227.88,
,,,,,,,,82.82,119.57,
,,,,,,,,73.25,249.24,
,,,,,,,,58.19,118.62,
,,,,,,,,72.68,158.26,
,,,,,,,,92.67,132.86,
,,,,,,,,76.73,186.11,
,,,,,,,,50.36,155.07,
,,,,,,,,56.98,149.7,
,,,,,,,,37.21,97.83,
,,,,,,,,59.62,217.78,
,,,,,,,,69.42,211.95,
,,,,,,,,56.37,128.19,
,,,,,,,,70.07,146.13,
,,,,,,,,58.28,80.11,
,,,,,,,,82.15,185.47,
,,,,,,,,61.81,176.39,
,,,,,,,,92.82,125.27,
,,,,,,,,94.75,128.79,
,,,,,,,,94.92,280.26,
,,,,,,,,93.89,114.62,
,,,,,,,,83.44,165.89,
,,,,,,,,63.47,152.58,
,,,,,,,,89.33,142.42,
,,,,,,,,94.7,136.69,
,,,,,,,,91.34,187.32,
,,,,,,,,84.67,172.41,
,,,,,,,,85.7,119.6,
,,,,,,,,69.77,147.63,
,,,,,,,,92.95,132.12,
,,,,,,,,81.65,88.35,
,,,,,,,,67.59,85.13,
,,,,,,,,91.45,134.98,
,,,,,,,,96.79,251.97,
,,,,,,,,90.69,117.55,
,,,,,,,,76.1,227.45,
,,,,,,,,70.17,178.58,
,,,,,,,,65.38,132.3,
,,,,,,,,98.78,180.68,
,,,,,,,,82.92,116.01,
,,,,,,,,65.33,151.52,
,,,,,,,,74.86,115.31,
,,,,,,,,72.92,105.48,
,,,,,,,,65.85,105.46,
,,,,,,,,69.48,262.51,
,,,,,,,,82.4,93.63,
,,,,,,,,73.95,99.89,
,,,,,,,,72.63,93.89,
,,,,,,,,65.14,134.03,
,,,,,,,,89.24,114.6,
,,,,,,,,68.79,126.52,
,,,,,,,,77.39,188.84,
,,,,,,,,60.34,243.6,
,,,,,,,,74.35,145.9,
,,,,,,,,56.6,181.79,
,,,,,,,,85.66,185.2,
,,,,,,,,52.66,85.77,
,,,,,,,,56.38,72.09,
,,,,,,,,54.9,136.23,
,,,,,,,,53.0,298.53,
,,,,,,,,61.91,143.74,
,,,,,,,,70.94,200.78,
,,,,,,,,58.74,140.39,
,,,,,,,,66.32,84.05,
,,,,,,,,68.86,115.7,
,,,,,,,,82.05,160.42,
,,,,,,,,66.43,274.62,
,,,,,,,,57.58,252.45,
,,,,,,,,70.6,145.12,
,,,,,,,,96.67,123.7,
,,,,,,,,71.11,544.01,
,,,,,,,,61.09,130.43,
,,,,,,,,27.84,128.83,
,,,,,,,,69.66,156.9,
,,,,,,,,72.1,124.89,
,,,,,,,,91.9,80.36,
,,,,,,,,93.38,167.01,
,,,,,,,,65.77,153.8,
,,,,,,,,83.45,128.1,
,,,,,,,,53.99,138.33,
,,,,,,,,64.33,182.05,
,,,,,,,,97.59,99.98,
,,,,,,,,62.31,158.22,
,,,,,,,,98.89,108.44,
,,,,,,,,50.54,101.59,
,,,,,,,,89.96,175.85,
,,,,,,,,44.38,164.2,
,,,,,,,,73.71,85.7,
,,,,,,,,45.41,201.22,
,,,,,,,,83.99,120.71,
,,,,,,,,66.8,211.24,
,,,,,,,,90.64,247.14,
,,,,,,,,67.23,241.41,
,,,,,,,,71.3,169.54,
,,,,,,,,75.13,146.8,
,,,,,,,,75.63,163.37,
,,,,,,,,69.18,167.44,
,,,,,,,,72.23,127.44,
,,,,,,,,94.11,209.54,
,,,,,,,,67.27,213.01,
,,,,,,,,58.7,120.52,
,,,,,,,,59.44,161.0,
,,,,,,,,52.54,91.6,
,,,,,,,,61.25,197.86,
,,,,,,,,81.89,198.12,
,,,,,,,,59.45,176.78,
,,,,,,,,74.39,122.99,
,,,,,,,,65.45,179.44,
,,,,,,,,70.47,116.87,
,,,,,,,,77.63,79.57,
,,,,,,,,68.61,115.62,
,,,,,,,,93.71,157.62,
,,,,,,,,65.55,121.92,
,,,,,,,,63.68,110.24,
,,,,,,,,73.84,244.45,
,,,,,,,,82.56,173.2,
,,,,,,,,57.14,152.34,
,,,,,,,,76.05,118.34,
,,,,,,,,61.14,99.85,
,,,,,,,,74.42,105.4,
,,,,,,,,91.85,189.37,
,,,,,,,,94.96,185.95,
,,,,,,,,62.71,130.63,
,,,,,,,,83.27,124.56,
,,,,,,,,65.94,136.21,
,,,,,,,,77.22,158.63,
,,,,,,,,77.15,129.93,
,,,,,,,,76.76,106.66,
,,,,,,,,74.2,97.39,
,,,,,,,,92.43,160.14,
,,,,,,,,48.58,79.66,
,,,,,,,,63.82,96.77,
,,,,,,,,73.62,161.55,
,,,,,,,,55.13,220.37,
,,,,,,,,58.64,138.44,
,,,,,,,,60.92,188.8,
,,,,,,,,61.06,95.35,
,,,,,,,,98.17,155.7,
,,,,,,,,57.93,116.59,
,,,,,,,,67.58,143.3,
,,,,,,,,65.88,134.33,
,,,,,,,,84.9,229.34,
,,,,,,,,97.1,104.67,
,,,,,,,,58.93,137.76,
,,,,,,,,65.42,223.78,
,,,,,,,,88.38,199.64,
,,,,,,,,86.63,99.6,
,,,,,,,,54.67,146.74,
,,,,,,,,79.22,192.23,
,,,,,,,,66.47,169.02,
,,,,,,,,70.99,162.01,
,,,,,,,,68.65,234.58,
,,,,,,,,74.06,173.85,
,,,,,,,,29.41,133.83,
,,,,,,,,59.37,123.41,
,,,,,,,,81.24,171.26,
,,,,,,,,71.16,185.46,
,,,,,,,,59.27,165.56,
,,,,,,,,93.55,160.52,
,,,,,,,,65.56,93.87,
,,,,,,,,94.72,221.21,
,,,,,,,,74.97,221.52,
,,,,,,,,60.15,111.54,
,,,,,,,,67.63,102.04,
,,,,,,,,6.25,257.49,
,,,,,,,,33.33,155.32,
,,,,,,,,0.0,130.5,
,,,,,,,,56.1,170.81,
,,,,,,,,53.33,116.83,
,,,,,,,,70.08,269.14,
,,,,,,,,28.57,192.47,
,,,,,,,,77.32,167.83,
,,,,,,,,59.52,141.18,
,,,,,,,,70.45,136.5,
,,,,,,,,76.33,131.95,
,,,,,,,,74.7,227.54,
,,,,,,,,72.49,147.77,
,,,,,,,,66.38,81.03,
,,,,,,,,61.04,352.9,
,,,,,,,,62.07,234.0,
,,,,,,,,60.83,243.58,
,,,,,,,,70.51,238.28,
,,,,,,,,80.62,210.23,
,,,,,,,,81.39,242.79,
,,,,,,,,61.28,189.1,
,,,,,,,,70.86,131.43,
,,,,,,,,80.8,205.72,
,,,,,,,,67.49,157.83,
,,,,,,,,53.72,138.18,
,,,,,,,,72.88,195.24,
,,,,,,,,81.32,171.93,
,,,,,,,,72.93,104.42,
,,,,,,,,71.03,122.47,
,,,,,,,,63.44,101.55,
,,,,,,,,49.09,139.06,
,,,,,,,,53.67,82.43,
,,,,,,,,62.66,125.3,
,,,,,,,,72.51,105.65,
,,,,,,,,79.33,240.63,
,,,,,,,,56.07,281.22,
,,,,,,,,68.43,87.44,
,,,,,,,,73.47,85.91,
,,,,,,,,60.11,231.93,
,,,,,,,,56.54,260.59,
,,,,,,,,61.73,164.14,
,,,,,,,,57.28,168.7,
,,,,,,,,62.75,159.83,
,,,,,,,,62.94,109.9,
,,,,,,,,60.82,98.72,
,,,,,,,,60.68,139.77,
,,,,,,,,61.65,216.78,
,,,,,,,,67.74,97.29,
,,,,,,,,64.73,194.27,
,,,,,,,,87.92,244.82,
,,,,,,,,60.64,217.14,
,,,,,,,,51.72,170.08,
,,,,,,,,71.92,170.78,
,,,,,,,,74.1,108.54,
,,,,,,,,66.92,151.06,
,,,,,,,,49.16,205.1,
,,,,,,,,83.86,215.97,
,,,,,,,,76.81,154.18,
,,,,,,,,58.42,183.49,
,,,,,,,,48.25,359.86,
,,,,,,,,49.14,178.63,
,,,,,,,,74.72,129.02,
,,,,,,,,52.01,125.81,
,,,,,,,,59.66,193.42,
,,,,,,,,67.75,136.55,
,,,,,,,,66.85,209.6,
,,,,,,,,55.24,97.45,
,,,,,,,,46.86,226.94,
,,,,,,,,54.1,135.02,
,,,,,,,,76.86,97.64,
,,,,,,,,70.49,130.81,
,,,,,,,,46.98,288.26,
,,,,,,,,68.74,196.15,
,,,,,,,,54.33,212.15,
,,,,,,,,65.34,76.77,
,,,,,,,,68.03,99.1,
,,,,,,,,73.55,122.92,
,,,,,,,,57.85,88.46,
,,,,,,,,53.77,195.97,
,,,,,,,,80.13,204.08,
,,,,,,,,72.53,185.68,
,,,,,,,,68.47,105.31,
,,,,,,,,73.16,102.46,
,,,,,,,,69.44,78.84,
,,,,,,,,71.23,145.04,
,,,,,,,,64.21,112.39,
,,,,,,,,59.7,200.05,
,,,,,,,,70.53,187.76,
,,,,,,,,61.36,89.16,
,,,,,,,,92.28,94.81,
,,,,,,,,70.71,256.83,
,,,,,,,,79.42,93.26,
,,,,,,,,48.75,130.92,
,,,,,,,,64.56,92.09,
,,,,,,,,25.29,133.94,
,,,,,,,,46.36,202.14,
,,,,,,,,59.21,226.84,
,,,,,,,,94.14,112.3,
,,,,,,,,50.99,120.57,
,,,,,,,,90.02,252.26,
,,,,,,,,94.35,151.04,
,,,,,,,,48.42,77.43,
,,,,,,,,79.24,135.15,
,,,,,,,,93.11,134.84,
,,,,,,,,57.22,128.84,
,,,,,,,,67.04,109.55,
,,,,,,,,71.32,213.7,
,,,,,,,,60.91,49.17,
,,,,,,,,70.96,88.43,
,,,,,,,,91.17,203.88,
,,,,,,,,77.29,295.14,
,,,,,,,,59.47,206.06,
,,,,,,,,75.28,162.8,
,,,,,,,,70.24,141.91,
,,,,,,,,73.15,163.54,
,,,,,,,,60.75,170.14,
,,,,,,,,57.8,154.06,
,,,,,,,,82.21,159.96,
,,,,,,,,51.98,196.08,
,,,,,,,,73.59,351.48,
,,,,,,,,91.13,100.4,
,,,,,,,,80.08,226.55,
,,,,,,,,54.63,141.02,
,,,,,,,,96.8,157.78,
,,,,,,,,74.56,120.46,
,,,,,,,,94.69,102.37,
,,,,,,,,65.41,117.11,
,,,,,,,,53.03,154.27,
,,,,,,,,67.55,199.79,
,,,,,,,,55.36,131.93,
,,,,,,,,73.2,192.42,
,,,,,,,,61.26,135.23,
,,,,,,,,75.45,178.97,
,,,,,,,,70.42,79.38,
,,,,,,,,73.49,193.73,
,,,,,,,,46.73,218.09,
,,,,,,,,71.14,100.22,
,,,,,,,,63.02,126.77,
,,,,,,,,36.78,163.14,
,,,,,,,,61.33,167.23,
,,,,,,,,39.19,107.23,
,,,,,,,,57.02,119.16,
,,,,,,,,79.06,120.41,
,,,,,,,,60.54,99.17,
,,,,,,,,55.33,170.85,
,,,,,,,,71.27,169.36,
,,,,,,,,72.0,180.26,
,,,,,,,,56.69,91.53,
,,,,,,,,61.46,246.14,
,,,,,,,,57.97,141.62,
,,,,,,,,65.54,128.65,
,,,,,,,,70.26,391.59,
,,,,,,,,62.08,218.95,
,,,,,,,,54.46,279.74,
,,,,,,,,68.92,338.25,
,,,,,,,,68.19,267.22,
,,,,,,,,42.47,263.77,
,,,,,,,,53.66,254.42,
,,,,,,,,46.0,141.13,
,,,,,,,,42.99,259.3,
,,,,,,,,73.17,111.15,
,,,,,,,,60.59,86.48,
,,,,,,,,77.49,86.42,
,,,,,,,,50.86,182.55,
,,,,,,,,59.07,124.76,
,,,,,,,,68.44,184.42,
,,,,,,,,55.62,182.26,
,,,,,,,,65.7,106.68,
,,,,,,,,54.84,156.37,
,,,,,,,,77.52,66.35,
,,,,,,,,66.37,110.32,
,,,,,,,,58.95,127.51,
,,,,,,,,47.84,81.15,
,,,,,,,,64.86,83.58,
,,,,,,,,54.08,294.25,
,,,,,,,,64.05,212.06,
,,,,,,,,62.91,195.29,
,,,,,,,,53.54,112.47,
,,,,,,,,52.15,83.66,
,,,,,,,,62.99,87.11,
,,,,,,,,57.35,186.76,
,,,,,,,,62.89,133.01,
,,,,,,,,60.74,214.94,
,,,,,,,,46.22,98.5,
,,,,,,,,46.2,212.87,
,,,,,,,,54.01,149.16,
,,,,,,,,63.97,89.89,
,,,,,,,,40.0,171.98,
,,,,,,,,70.9,133.18,
,,,,,,,,69.29,262.98,
,,,,,,,,72.6,120.83,
,,,,,,,,56.55,126.76,
,,,,,,,,63.14,234.83,
,,,,,,,,58.03,143.7,
,,,,,,,,45.02,178.48,
,,,,,,,,62.27,103.48,
,,,,,,,,52.68,160.86,
,,,,,,,,69.97,142.07,
,,,,,,,,64.81,108.64,
,,,,,,,,50.34,165.27,
,,,,,,,,55.93,118.17,
,,,,,,,,73.7,227.71,
,,,,,,,,54.97,136.54,
,,,,,,,,54.96,84.31,
,,,,,,,,58.17,268.03,
,,,,,,,,51.64,170.67,
,,,,,,,,95.26,134.32,
,,,,,,,,76.21,219.04,
,,,,,,,,70.8,185.81,
,,,,,,,,75.15,260.16,
,,,,,,,,48.1,134.74,
,,,,,,,,55.21,211.81,
,,,,,,,,74.51,91.87,
,,,,,,,,55.6,161.31,
,,,,,,,,60.93,187.96,
,,,,,,,,60.5,190.73,
,,,,,,,,59.06,186.36,
,,,,,,,,47.1,136.96,
,,,,,,,,70.28,207.34,
,,,,,,,,73.57,235.69,
,,,,,,,,60.99,145.73,
,,,,,,,,74.73,104.1,
,,,,,,,,51.02,165.84,
,,,,,,,,49.83,167.45,
,,,,,,,,62.59,123.83,
,,,,,,,,47.22,86.98,
,,,,,,,,69.02,96.53,
,,,,,,,,77.96,214.16,
,,,,,,,,74.66,185.83,
,,,,,,,,48.89,196.16,
,,,,,,,,68.12,157.08,
,,,,,,,,64.54,142.6,
,,,,,,,,68.34,120.72,
,,,,,,,,54.07,117.61,
,,,,,,,,67.12,86.75,
,,,,,,,,58.1,198.64,
,,,,,,,,61.43,88.42,
,,,,,,,,67.05,192.91,
,,,,,,,,56.45,205.22,
,,,,,,,,96.08,108.4,
,,,,,,,,42.86,103.82,
,,,,,,,,67.39,65.71,
,,,,,,,,99.2,130.28,
,,,,,,,,18.75,206.61,
,,,,,,,,77.43,142.79,
,,,,,,,,79.54,205.64,
,,,,,,,,82.73,74.53,
,,,,,,,,63.72,137.14,
,,,,,,,,71.48,152.08,
,,,,,,,,73.85,219.81,
,,,,,,,,72.62,179.7,
,,,,,,,,63.6,258.09,
,,,,,,,,60.29,194.41,
,,,,,,,,69.99,200.18,
,,,,,,,,58.02,135.83,
,,,,,,,,44.34,100.74,
,,,,,,,,93.87,149.35,
,,,,,,,,42.35,152.19,
,,,,,,,,93.76,262.73,
,,,,,,,,62.65,93.13,
,,,,,,,,91.06,105.97,
,,,,,,,,96.22,173.9,
,,,,,,,,71.06,113.93,
,,,,,,,,51.61,161.62,
,,,,,,,,58.0,113.94,
,,,,,,,,72.16,155.67,
,,,,,,,,70.06,159.24,
,,,,,,,,74.5,111.2,
,,,,,,,,73.51,118.73,
,,,,,,,,64.35,125.73,
,,,,,,,,92.68,157.37,
,,,,,,,,66.3,175.95,
,,,,,,,,69.61,76.51,
,,,,,,,,68.32,197.49,
,,,,,,,,63.33,129.59,
,,,,,,,,65.76,154.24,
,,,,,,,,65.78,125.91,
,,,,,,,,70.21,257.96,
,,,,,,,,64.2,213.65,
,,,,,,,,75.33,127.22,
,,,,,,,,65.52,150.79,
,,,,,,,,57.56,156.85,
,,,,,,,,65.01,167.0,
,,,,,,,,68.45,233.5,
,,,,,,,,64.95,146.14,
,,,,,,,,55.38,179.07,
,,,,,,,,69.4,148.52,
,,,,,,,,52.53,205.01,
,,,,,,,,54.09,178.02,
,,,,,,,,73.64,101.91,
,,,,,,,,76.46,172.03,
,,,,,,,,70.27,85.48,
,,,,,,,,66.34,159.34,
,,,,,,,,67.44,128.43,
,,,,,,,,73.75,137.04,
,,,,,,,,58.75,131.94,
,,,,,,,,63.9,115.86,
,,,,,,,,66.93,99.79,
,,,,,,,,71.05,118.2,
,,,,,,,,91.21,126.31,
,,,,,,,,82.71,110.85,
,,,,,,,,71.0,208.13,
,,,,,,,,62.58,128.0,
,,,,,,,,74.82,80.12,
,,,,,,,,62.93,128.35,
,,,,,,,,77.76,170.63,
,,,,,,,,64.75,156.75,
,,,,,,,,69.78,174.73,
,,,,,,,,59.49,99.37,
,,,,,,,,53.57,220.2,
,,,,,,,,78.19,82.15,
,,,,,,,,55.74,109.54,
,,,,,,,,72.11,91.11,
,,,,,,,,66.77,164.66,
,,,,,,,,50.96,109.59,
,,,,,,,,55.19,152.65,
,,,,,,,,50.59,89.62,
,,,,,,,,66.29,127.46,
,,,,,,,,60.48,145.45,
,,,,,,,,62.8,150.45,
,,,,,,,,64.89,103.23,
,,,,,,,,58.37,249.62,
,,,,,,,,94.08,92.35,
,,,,,,,,54.8,194.74,
,,,,,,,,77.81,399.54,
,,,,,,,,62.57,192.4,
,,,,,,,,60.07,158.92,
,,,,,,,,70.34,244.61,
,,,,,,,,79.87,73.04,
,,,,,,,,54.77,192.29,
,,,,,,,,63.3,114.42,
,,,,,,,,95.17,282.44,
,,,,,,,,47.32,197.52,
,,,,,,,,52.74,182.97,
,,,,,,,,54.12,98.05,
,,,,,,,,52.41,144.78,
,,,,,,,,61.39,124.82,
,,,,,,,,54.29,117.92,
,,,,,,,,46.3,124.5,
,,,,,,,,59.82,240.34,
,,,,,,,,66.01,137.06,
,,,,,,,,66.94,147.05,
,,,,,,,,69.58,203.98,
,,,,,,,,57.71,132.16,
,,,,,,,,72.08,222.52,
,,,,,,,,67.18,189.86,
,,,,,,,,60.73,125.14,
,,,,,,,,55.64,302.69,
,,,,,,,,64.68,182.38,
,,,,,,,,61.2,331.02,
,,,,,,,,74.05,137.08,
,,,,,,,,64.25,184.52,
,,,,,,,,62.35,217.38,
,,,,,,,,65.66,309.87,
,,,,,,,,62.39,180.41,
,,,,,,,,61.85,97.4,
,,,,,,,,56.92,197.57,
,,,,,,,,63.56,77.08,
,,,,,,,,64.3,164.89,
,,,,,,,,62.53,190.97,
,,,,,,,,57.1,102.5,
,,,,,,,,66.58,137.94,
,,,,,,,,53.43,83.91,
,,,,,,,,57.49,196.11,
,,,,,,,,55.18,106.09,
,,,,,,,,68.49,200.29,
,,,,,,,,64.27,167.12,
,,,,,,,,55.56,125.75,
,,,,,,,,95.02,107.04,
,,,,,,,,67.88,115.17,
,,,,,,,,98.63,105.99,
,,,,,,,,94.25,191.37,
,,,,,,,,56.24,173.83,
,,,,,,,,54.17,134.83,
,,,,,,,,69.72,115.24,
,,,,,,,,60.32,249.11,
,,,,,,,,69.01,77.71,
,,,,,,,,91.01,154.37,
,,,,,,,,94.26,158.14,
,,,,,,,,71.63,67.42,
,,,,,,,,98.4,108.52,
,,,,,,,,42.11,123.6,
,,,,,,,,92.66,108.8,
,,,,,,,,66.31,112.72,
,,,,,,,,65.93,70.87,
,,,,,,,,58.25,80.1,
,,,,,,,,66.11,187.14,
,,,,,,,,78.73,205.32,
,,,,,,,,70.84,142.44,
,,,,,,,,59.94,201.5,
,,,,,,,,70.74,543.98,
,,,,,,,,63.48,132.89,
,,,,,,,,91.32,103.14,
,,,,,,,,56.68,185.79,
,,,,,,,,48.39,210.37,
,,,,,,,,56.85,89.08,
,,,,,,,,52.8,172.48,
,,,,,,,,63.79,255.38,
,,,,,,,,67.57,222.87,
,,,,,,,,66.56,149.54,
,,,,,,,,98.94,144.79,
,,,,,,,,54.6,126.54,
,,,,,,,,59.71,92.69,
,,,,,,,,85.22,237.43,
,,,,,,,,78.27,121.09,
,,,,,,,,80.96,151.24,
,,,,,,,,76.23,164.59,
,,,,,,,,62.46,79.17,
,,,,,,,,78.65,255.1,
,,,,,,,,61.66,223.33,
,,,,,,,,69.83,167.19,
,,,,,,,,75.11,143.91,
,,,,,,,,64.31,205.79,
,,,,,,,,56.77,208.53,
,,,,,,,,65.13,122.86,
,,,,,,,,61.0,202.04,
,,,,,,,,66.23,85.79,
,,,,,,,,63.74,171.57,
,,,,,,,,55.22,191.65,
,,,,,,,,52.62,186.53,
,,,,,,,,51.42,173.99,
,,,,,,,,85.09,102.99,
,,,,,,,,74.34,183.2,
,,,,,,,,50.51,146.2,
,,,,,,,,56.31,199.75,
,,,,,,,,69.04,184.91,
,,,,,,,,63.34,170.91,
,,,,,,,,58.63,151.78,
,,,,,,,,62.15,117.96,
,,,,,,,,65.83,108.72,
,,,,,,,,52.57,87.9,
,,,,,,,,46.08,124.99,
,,,,,,,,38.0,100.14,
,,,,,,,,53.42,178.24,
,,,,,,,,66.84,88.64,
,,,,,,,,53.4,111.61,
,,,,,,,,72.8,390.83,
,,,,,,,,70.77,113.25,
,,,,,,,,91.64,179.23,
,,,,,,,,68.31,124.45,
,,,,,,,,63.38,134.49,
,,,,,,,,65.59,169.16,
,,,,,,,,67.81,106.81,
,,,,,,,,47.92,137.64,
,,,,,,,,67.85,148.66,
,,,,,,,,49.88,79.25,
,,,,,,,,65.17,127.13,
,,,,,,,,63.35,134.3,
,,,,,,,,64.24,124.55,
,,,,,,,,52.46,109.8,
,,,,,,,,57.25,156.53,
,,,,,,,,49.62,78.33,
,,,,,,,,70.66,68.09,
,,,,,,,,61.94,152.62,
,,,,,,,,64.11,138.48,
,,,,,,,,96.84,164.55,
,,,,,,,,66.9,235.24,
,,,,,,,,93.57,152.6,
,,,,,,,,93.21,242.37,
,,,,,,,,58.91,130.47,
,,,,,,,,58.12,161.25,
,,,,,,,,59.55,234.74,
