ServiceDate,Routes,RouteName,CurrentRevenue,Ridership,TokenCount,TicketCount,PassCount,BillCount,UnclassifiedRevenue,DumpCount,
,,,179.4,,,,,,,,
,,,61.32,,,,,,,,
,,,145.86,,,,,,,,
,,,222.52,,,,,,,,
,,,107.7,,,,,,,,
,,,128.38,,,,,,,,
,,,84.93,,,,,,,,
,,,83.47,,,,,,,,
,,,29.88,,,,,,,,
,,,59.81,,,,,,,,
,,,71.11,,,,,,,,
,,,52.15,,,,,,,,
,,,79.03,,,,,,,,
,,,56.25,,,,,,,,
,,,267.34,,,,,,,,
,,,335.34,,,,,,,,
,,,126.41,,,,,,,,
,,,134.85,,,,,,,,
,,,252.25,,,,,,,,
,,,8.0,,,,,,,,
,,,63.75,,,,,,,,
,,,372.4,,,,,,,,
,,,219.44,,,,,,,,
,,,235.54,,,,,,,,
,,,194.52,,,,,,,,
,,,283.9,,,,,,,,
,,,223.18,,,,,,,,
,,,128.31,,,,,,,,
,,,286.12,,,,,,,,
,,,126.4,,,,,,,,
,,,194.34,,,,,,,,
,,,135.53,,,,,,,,
,,,184.53,,,,,,,,
,,,197.01,,,,,,,,
,,,93.72,,,,,,,,
,,,59.52,,,,,,,,
,,,300.35,,,,,,,,
,,,299.27,,,,,,,,
,,,45.35,,,,,,,,
,,,182.39,,,,,,,,
,,,297.79,,,,,,,,
,,,107.6,,,,,,,,
,,,124.54,,,,,,,,
,,,109.48,,,,,,,,
,,,176.6,,,,,,,,
,,,158.85,,,,,,,,
,,,591.34,,,,,,,,
,,,98.57,,,,,,,,
,,,71.57,,,,,,,,
,,,131.52,,,,,,,,
,,,566.41,,,,,,,,
,,,67.49,,,,,,,,
,,,177.15,,,,,,,,
,,,423.26,,,,,,,,
,,,27.8,,,,,,,,
,,,32.11,,,,,,,,
,,,22.95,,,,,,,,
,,,33.49,,,,,,,,
,,,78.5,,,,,,,,
,,,29.54,,,,,,,,
,,,32.84,,,,,,,,
,,,23.5,,,,,,,,
,,,78.54,,,,,,,,
,,,47.13,,,,,,,,
,,,51.84,,,,,,,,
,,,20.12,,,,,,,,
,,,63.58,,,,,,,,
,,,116.23,,,,,,,,
,,,33.7,,,,,,,,
,,,9.25,,,,,,,,
,,,28.8,,,,,,,,
,,,19.91,,,,,,,,
,,,684.97,,,,,,,,
,,,439.18,,,,,,,,
,,,284.04,,,,,,,,
,,,198.13,,,,,,,,
,,,318.15,,,,,,,,
,,,379.87,,,,,,,,
,,,169.93,,,,,,,,
,,,158.16,,,,,,,,
,,,857.09,,,,,,,,
,,,405.42,,,,,,,,
,,,167.01,,,,,,,,
,,,482.89,,,,,,,,
,,,458.49,,,,,,,,
,,,413.23,,,,,,,,
,,,542.06,,,,,,,,
,,,382.85,,,,,,,,
,,,421.55,,,,,,,,
,,,128.94,,,,,,,,
,,,53.75,,,,,,,,
,,,325.96,,,,,,,,
,,,366.02,,,,,,,,
,,,154.48,,,,,,,,
,,,357.88,,,,,,,,
,,,199.04,,,,,,,,
,,,247.92,,,,,,,,
,,,167.99,,,,,,,,
,,,520.38,,,,,,,,
,,,615.53,,,,,,,,
,,,85.13,,,,,,,,
,,,223.01,,,,,,,,
,,,580.16,,,,,,,,
,,,602.39,,,,,,,,
,,,239.79,,,,,,,,
,,,219.45,,,,,,,,
,,,268.29,,,,,,,,
,,,357.58,,,,,,,,
,,,227.23,,,,,,,,
,,,1085.26,,,,,,,,
,,,251.25,,,,,,,,
,,,152.03,,,,,,,,
,,,1585.5,,,,,,,,
,,,448.11,,,,,,,,
,,,1006.3,,,,,,,,
,,,925.91,,,,,,,,
,,,252.48,,,,,,,,
,,,114.74,,,,,,,,
,,,129.86,,,,,,,,
,,,117.61,,,,,,,,
,,,97.94,,,,,,,,
,,,215.56,,,,,,,,
,,,232.66,,,,,,,,
,,,88.57,,,,,,,,
,,,117.34,,,,,,,,
,,,9.7,,,,,,,,
,,,89.79,,,,,,,,
,,,198.73,,,,,,,,
,,,116.84,,,,,,,,
,,,48.25,,,,,,,,
,,,915.78,,,,,,,,
,,,474.1,,,,,,,,
,,,712.34,,,,,,,,
,,,378.15,,,,,,,,
,,,261.77,,,,,,,,
,,,230.39,,,,,,,,
,,,836.08,,,,,,,,
,,,162.75,,,,,,,,
,,,949.22,,,,,,,,
,,,631.84,,,,,,,,
,,,253.61,,,,,,,,
,,,566.11,,,,,,,,
,,,449.54,,,,,,,,
,,,631.09,,,,,,,,
,,,474.11,,,,,,,,
,,,284.93,,,,,,,,
,,,619.34,,,,,,,,
,,,333.55,,,,,,,,
,,,426.98,,,,,,,,
,,,436.87,,,,,,,,
,,,463.9,,,,,,,,
,,,12.54,,,,,,,,
,,,474.93,,,,,,,,
,,,85.9,,,,,,,,
,,,201.85,,,,,,,,
,,,621.02,,,,,,,,
,,,33.46,,,,,,,,
,,,748.43,,,,,,,,
,,,158.06,,,,,,,,
,,,654.53,,,,,,,,
,,,661.77,,,,,,,,
,,,391.07,,,,,,,,
,,,251.19,,,,,,,,
,,,637.7,,,,,,,,
,,,500.86,,,,,,,,
,,,1287.3,,,,,,,,
,,,465.68,,,,,,,,
,,,346.5,,,,,,,,
,,,1775.77,,,,,,,,
,,,839.13,,,,,,,,
,,,575.84,,,,,,,,
,,,1092.42,,,,,,,,
,,,1193.1,,,,,,,,
,,,343.47,,,,,,,,
,,,228.24,,,,,,,,
,,,126.79,,,,,,,,
,,,89.22,,,,,,,,
,,,154.53,,,,,,,,
,,,117.67,,,,,,,,
,,,203.05,,,,,,,,
,,,117.44,,,,,,,,
,,,244.86,,,,,,,,
,,,198.77,,,,,,,,
,,,170.9,,,,,,,,
,,,127.98,,,,,,,,
,,,112.05,,,,,,,,
,,,98.61,,,,,,,,
,,,83.52,,,,,,,,
,,,465.25,,,,,,,,
,,,75.7,,,,,,,,
,,,116.47,,,,,,,,
,,,180.97,,,,,,,,
,,,170.55,,,,,,,,
,,,1021.91,,,,,,,,
,,,488.19,,,,,,,,
,,,696.76,,,,,,,,
,,,87.25,,,,,,,,
,,,511.5,,,,,,,,
,,,401.75,,,,,,,,
,,,364.89,,,,,,,,
,,,214.89,,,,,,,,
,,,790.5,,,,,,,,
,,,198.79,,,,,,,,
,,,1105.64,,,,,,,,
,,,628.38,,,,,,,,
,,,270.34,,,,,,,,
,,,693.22,,,,,,,,
,,,603.49,,,,,,,,
,,,476.09,,,,,,,,
,,,603.62,,,,,,,,
,,,421.42,,,,,,,,
,,,282.32,,,,,,,,
,,,676.62,,,,,,,,
,,,315.28,,,,,,,,
,,,58.9,,,,,,,,
,,,562.02,,,,,,,,
,,,446.36,,,,,,,,
,,,495.37,,,,,,,,
,,,4.05,,,,,,,,
,,,468.16,,,,,,,,
,,,203.67,,,,,,,,
,,,454.52,,,,,,,,
,,,608.12,,,,,,,,
,,,738.19,,,,,,,,
,,,622.73,,,,,,,,
,,,214.39,,,,,,,,
,,,320.98,,,,,,,,
,,,739.29,,,,,,,,
,,,740.22,,,,,,,,
,,,82.13,,,,,,,,
,,,157.9,,,,,,,,
,,,283.11,,,,,,,,
,,,749.82,,,,,,,,
,,,507.81,,,,,,,,
,,,1488.28,,,,,,,,
,,,527.07,,,,,,,,
,,,202.07,,,,,,,,
,,,353.39,,,,,,,,
,,,1857.58,,,,,,,,
,,,873.83,,,,,,,,
,,,637.1,,,,,,,,
,,,1180.0,,,,,,,,
,,,1158.61,,,,,,,,
,,,377.89,,,,,,,,
,,,262.01,,,,,,,,
,,,154.1,,,,,,,,
,,,131.12,,,,,,,,
,,,108.16,,,,,,,,
,,,163.15,,,,,,,,
,,,158.48,,,,,,,,
,,,71.22,,,,,,,,
,,,178.46,,,,,,,,
,,,256.83,,,,,,,,
,,,170.66,,,,,,,,
,,,133.53,,,,,,,,
,,,128.34,,,,,,,,
,,,67.0,,,,,,,,
,,,412.12,,,,,,,,
,,,75.41,,,,,,,,
,,,34.32,,,,,,,,
,,,111.0,,,,,,,,
,,,96.23,,,,,,,,
,,,1078.93,,,,,,,,
,,,574.48,,,,,,,,
,,,803.11,,,,,,,,
,,,371.06,,,,,,,,
,,,74.26,,,,,,,,
,,,421.77,,,,,,,,
,,,565.48,,,,,,,,
,,,350.64,,,,,,,,
,,,138.87,,,,,,,,
,,,972.4,,,,,,,,
,,,218.63,,,,,,,,
,,,910.6,,,,,,,,
,,,285.3,,,,,,,,
,,,501.65,,,,,,,,
,,,702.84,,,,,,,,
,,,347.95,,,,,,,,
,,,747.94,,,,,,,,
,,,502.63,,,,,,,,
,,,321.08,,,,,,,,
,,,614.96,,,,,,,,
,,,219.33,,,,,,,,
,,,84.4,,,,,,,,
,,,473.08,,,,,,,,
,,,448.7,,,,,,,,
,,,67.02,,,,,,,,
,,,186.34,,,,,,,,
,,,182.77,,,,,,,,
,,,423.13,,,,,,,,
,,,232.59,,,,,,,,
,,,685.77,,,,,,,,
,,,58.3,,,,,,,,
,,,692.46,,,,,,,,
,,,485.22,,,,,,,,
,,,194.21,,,,,,,,
,,,351.52,,,,,,,,
,,,574.72,,,,,,,,
,,,800.42,,,,,,,,
,,,289.22,,,,,,,,
,,,422.68,,,,,,,,
,,,151.44,,,,,,,,
,,,772.9,,,,,,,,
,,,545.22,,,,,,,,
,,,1438.69,,,,,,,,
,,,728.37,,,,,,,,
,,,370.04,,,,,,,,
,,,180.07,,,,,,,,
,,,251.06,,,,,,,,
,,,292.07,,,,,,,,
,,,1803.99,,,,,,,,
,,,195.03,,,,,,,,
,,,722.29,,,,,,,,
,,,622.9,,,,,,,,
,,,1101.39,,,,,,,,
,,,1117.77,,,,,,,,
,,,365.85,,,,,,,,
,,,229.98,,,,,,,,
,,,147.65,,,,,,,,
,,,208.42,,,,,,,,
,,,97.2,,,,,,,,
,,,134.72,,,,,,,,
,,,249.13,,,,,,,,
,,,103.86,,,,,,,,
,,,211.85,,,,,,,,
,,,59.41,,,,,,,,
,,,138.98,,,,,,,,
,,,235.98,,,,,,,,
,,,198.29,,,,,,,,
,,,136.15,,,,,,,,
,,,106.18,,,,,,,,
,,,75.92,,,,,,,,
,,,438.02,,,,,,,,
,,,102.91,,,,,,,,
,,,56.79,,,,,,,,
,,,70.45,,,,,,,,
,,,130.19,,,,,,,,
,,,170.71,,,,,,,,
,,,0.3,,,,,,,,
,,,35.0,,,,,,,,
,,,1050.17,,,,,,,,
,,,557.66,,,,,,,,
,,,786.23,,,,,,,,
,,,344.47,,,,,,,,
,,,85.69,,,,,,,,
,,,460.19,,,,,,,,
,,,928.51,,,,,,,,
,,,1320.89,,,,,,,,
,,,601.7,,,,,,,,
,,,268.53,,,,,,,,
,,,576.59,,,,,,,,
,,,711.72,,,,,,,,
,,,474.46,,,,,,,,
,,,471.03,,,,,,,,
,,,404.36,,,,,,,,
,,,725.83,,,,,,,,
,,,252.02,,,,,,,,
,,,100.6,,,,,,,,
,,,499.41,,,,,,,,
,,,477.28,,,,,,,,
,,,463.39,,,,,,,,
,,,182.3,,,,,,,,
,,,627.95,,,,,,,,
,,,72.94,,,,,,,,
,,,376.79,,,,,,,,
,,,763.09,,,,,,,,
,,,54.19,,,,,,,,
,,,746.24,,,,,,,,
,,,193.98,,,,,,,,
,,,405.77,,,,,,,,
,,,671.51,,,,,,,,
,,,706.91,,,,,,,,
,,,297.74,,,,,,,,
,,,40.26,,,,,,,,
,,,80.48,,,,,,,,
,,,274.42,,,,,,,,
,,,693.02,,,,,,,,
,,,489.6,,,,,,,,
,,,1397.72,,,,,,,,
,,,453.61,,,,,,,,
,,,313.96,,,,,,,,
,,,188.89,,,,,,,,
,,,283.66,,,,,,,,
,,,323.6,,,,,,,,
,,,1881.04,,,,,,,,
,,,230.69,,,,,,,,
,,,929.91,,,,,,,,
,,,668.96,,,,,,,,
,,,1103.31,,,,,,,,
,,,1154.86,,,,,,,,
,,,243.5,,,,,,,,
,,,184.65,,,,,,,,
,,,132.75,,,,,,,,
,,,255.3,,,,,,,,
,,,141.89,,,,,,,,
,,,241.31,,,,,,,,
,,,184.22,,,,,,,,
,,,99.58,,,,,,,,
,,,151.97,,,,,,,,
,,,114.37,,,,,,,,
,,,434.32,,,,,,,,
,,,74.12,,,,,,,,
,,,77.1,,,,,,,,
,,,130.96,,,,,,,,
,,,148.78,,,,,,,,
,,,244.5,,,,,,,,
,,,108.97,,,,,,,,
,,,553.38,,,,,,,,
,,,358.06,,,,,,,,
,,,582.22,,,,,,,,
,,,269.57,,,,,,,,
,,,288.87,,,,,,,,
,,,277.34,,,,,,,,
,,,84.36,,,,,,,,
,,,619.3,,,,,,,,
,,,119.8,,,,,,,,
,,,187.89,,,,,,,,
,,,747.45,,,,,,,,
,,,510.11,,,,,,,,
,,,393.39,,,,,,,,
,,,497.74,,,,,,,,
,,,325.15,,,,,,,,
,,,304.17,,,,,,,,
,,,344.84,,,,,,,,
,,,455.99,,,,,,,,
,,,309.9,,,,,,,,
,,,340.54,,,,,,,,
,,,132.3,,,,,,,,
,,,302.25,,,,,,,,
,,,102.7,,,,,,,,
,,,77.0,,,,,,,,
,,,164.49,,,,,,,,
,,,482.61,,,,,,,,
,,,25.38,,,,,,,,
,,,520.84,,,,,,,,
,,,588.61,,,,,,,,
,,,142.26,,,,,,,,
,,,312.09,,,,,,,,
,,,556.52,,,,,,,,
,,,188.85,,,,,,,,
,,,275.73,,,,,,,,
,,,97.6,,,,,,,,
,,,189.8,,,,,,,,
,,,1150.73,,,,,,,,
,,,238.4,,,,,,,,
,,,101.37,,,,,,,,
,,,185.46,,,,,,,,
,,,1348.22,,,,,,,,
,,,104.47,,,,,,,,
,,,542.9,,,,,,,,
,,,521.19,,,,,,,,
,,,803.77,,,,,,,,
,,,855.29,,,,,,,,
,,,183.28,,,,,,,,
,,,174.18,,,,,,,,
,,,96.01,,,,,,,,
,,,62.11,,,,,,,,
,,,105.22,,,,,,,,
,,,125.65,,,,,,,,
,,,68.41,,,,,,,,
,,,219.8,,,,,,,,
,,,174.59,,,,,,,,
,,,171.96,,,,,,,,
,,,126.62,,,,,,,,
,,,45.46,,,,,,,,
,,,132.94,,,,,,,,
,,,87.31,,,,,,,,
,,,8.45,,,,,,,,
,,,312.34,,,,,,,,
,,,42.25,,,,,,,,
,,,69.8,,,,,,,,
,,,106.83,,,,,,,,
,,,40.84,,,,,,,,
,,,510.82,,,,,,,,
,,,203.93,,,,,,,,
,,,356.58,,,,,,,,
,,,224.8,,,,,,,,
,,,252.29,,,,,,,,
,,,159.34,,,,,,,,
,,,457.32,,,,,,,,
,,,11.35,,,,,,,,
,,,136.03,,,,,,,,
,,,523.77,,,,,,,,
,,,245.86,,,,,,,,
,,,133.09,,,,,,,,
,,,353.31,,,,,,,,
,,,243.11,,,,,,,,
,,,273.17,,,,,,,,
,,,306.53,,,,,,,,
,,,185.84,,,,,,,,
,,,299.49,,,,,,,,
,,,342.56,,,,,,,,
,,,233.49,,,,,,,,
,,,310.46,,,,,,,,
,,,89.73,,,,,,,,
,,,75.62,,,,,,,,
,,,92.4,,,,,,,,
,,,34.66,,,,,,,,
,,,183.09,,,,,,,,
,,,62.87,,,,,,,,
,,,449.7,,,,,,,,
,,,445.5,,,,,,,,
,,,387.96,,,,,,,,
,,,215.24,,,,,,,,
,,,337.29,,,,,,,,
,,,375.44,,,,,,,,
,,,147.42,,,,,,,,
,,,189.98,,,,,,,,
,,,97.12,,,,,,,,
,,,299.29,,,,,,,,
,,,209.84,,,,,,,,
,,,759.14,,,,,,,,
,,,137.57,,,,,,,,
,,,978.92,,,,,,,,
,,,77.46,,,,,,,,
,,,265.2,,,,,,,,
,,,312.99,,,,,,,,
,,,551.63,,,,,,,,
,,,559.74,,,,,,,,
,,,130.09,,,,,,,,
,,,45.53,,,,,,,,
,,,41.98,,,,,,,,
,,,144.23,,,,,,,,
,,,97.89,,,,,,,,
,,,75.78,,,,,,,,
,,,90.84,,,,,,,,
,,,60.12,,,,,,,,
,,,74.68,,,,,,,,
,,,46.43,,,,,,,,
,,,183.26,,,,,,,,
,,,56.22,,,,,,,,
,,,60.76,,,,,,,,
,,,57.72,,,,,,,,
,,,925.6,,,,,,,,
,,,335.32,,,,,,,,
,,,627.16,,,,,,,,
,,,304.48,,,,,,,,
,,,390.68,,,,,,,,
,,,355.53,,,,,,,,
,,,266.9,,,,,,,,
,,,590.47,,,,,,,,
,,,923.6,,,,,,,,
,,,233.21,,,,,,,,
,,,400.1,,,,,,,,
,,,485.3,,,,,,,,
,,,409.61,,,,,,,,
,,,423.0,,,,,,,,
,,,280.94,,,,,,,,
,,,583.78,,,,,,,,
,,,76.34,,,,,,,,
,,,369.28,,,,,,,,
,,,332.71,,,,,,,,
,,,391.71,,,,,,,,
,,,53.33,,,,,,,,
,,,143.64,,,,,,,,
,,,314.87,,,,,,,,
,,,628.49,,,,,,,,
,,,42.93,,,,,,,,
,,,626.05,,,,,,,,
,,,667.37,,,,,,,,
,,,214.15,,,,,,,,
,,,703.78,,,,,,,,
,,,671.7,,,,,,,,
,,,188.67,,,,,,,,
,,,199.0,,,,,,,,
,,,654.21,,,,,,,,
,,,481.86,,,,,,,,
,,,1221.77,,,,,,,,
,,,190.6,,,,,,,,
,,,315.0,,,,,,,,
,,,173.63,,,,,,,,
,,,1621.41,,,,,,,,
,,,153.72,,,,,,,,
,,,658.39,,,,,,,,
,,,439.43,,,,,,,,
,,,1069.75,,,,,,,,
,,,1056.21,,,,,,,,
,,,257.84,,,,,,,,
,,,187.96,,,,,,,,
,,,110.48,,,,,,,,
,,,87.42,,,,,,,,
,,,207.63,,,,,,,,
,,,120.2,,,,,,,,
,,,123.6,,,,,,,,
,,,109.42,,,,,,,,
,,,208.58,,,,,,,,
,,,54.15,,,,,,,,
,,,125.06,,,,,,,,
,,,127.9,,,,,,,,
,,,58.54,,,,,,,,
,,,239.28,,,,,,,,
,,,61.26,,,,,,,,
,,,105.67,,,,,,,,
,,,108.32,,,,,,,,
,,,115.9,,,,,,,,
,,,75.18,,,,,,,,
,,,1059.5,,,,,,,,
,,,527.31,,,,,,,,
,,,104.41,,,,,,,,
,,,555.35,,,,,,,,
,,,470.49,,,,,,,,
,,,86.75,,,,,,,,
,,,1039.26,,,,,,,,
,,,1506.31,,,,,,,,
,,,305.9,,,,,,,,
,,,548.34,,,,,,,,
,,,778.47,,,,,,,,
,,,482.45,,,,,,,,
,,,798.68,,,,,,,,
,,,559.98,,,,,,,,
,,,448.98,,,,,,,,
,,,718.36,,,,,,,,
,,,445.66,,,,,,,,
,,,43.45,,,,,,,,
,,,586.29,,,,,,,,
,,,540.16,,,,,,,,
,,,612.29,,,,,,,,
,,,247.3,,,,,,,,
,,,444.2,,,,,,,,
,,,88.26,,,,,,,,
,,,185.93,,,,,,,,
,,,459.65,,,,,,,,
,,,238.15,,,,,,,,
,,,914.58,,,,,,,,
,,,853.18,,,,,,,,
,,,708.55,,,,,,,,
,,,244.05,,,,,,,,
,,,371.17,,,,,,,,
,,,907.56,,,,,,,,
,,,870.01,,,,,,,,
,,,406.27,,,,,,,,
,,,277.46,,,,,,,,
,,,910.93,,,,,,,,
,,,618.61,,,,,,,,
,,,1441.52,,,,,,,,
,,,106.64,,,,,,,,
,,,401.4,,,,,,,,
,,,266.57,,,,,,,,
,,,317.11,,,,,,,,
,,,451.68,,,,,,,,
,,,2189.95,,,,,,,,
,,,330.67,,,,,,,,
,,,1092.73,,,,,,,,
,,,641.5,,,,,,,,
,,,1409.8,,,,,,,,
,,,1382.74,,,,,,,,
,,,415.42,,,,,,,,
,,,342.18,,,,,,,,
,,,178.65,,,,,,,,
,,,104.51,,,,,,,,
,,,170.19,,,,,,,,
,,,148.74,,,,,,,,
,,,189.4,,,,,,,,
,,,305.69,,,,,,,,
,,,234.76,,,,,,,,
,,,141.51,,,,,,,,
,,,179.83,,,,,,,,
,,,149.34,,,,,,,,
,,,63.31,,,,,,,,
,,,469.26,,,,,,,,
,,,58.27,,,,,,,,
,,,139.55,,,,,,,,
,,,114.42,,,,,,,,
,,,109.65,,,,,,,,
,,,15.27,,,,,,,,
,,,2.45,,,,,,,,
,,,1089.76,,,,,,,,
,,,474.37,,,,,,,,
,,,728.38,,,,,,,,
,,,414.1,,,,,,,,
,,,63.29,,,,,,,,
,,,473.61,,,,,,,,
,,,401.03,,,,,,,,
,,,825.54,,,,,,,,
,,,174.29,,,,,,,,
,,,1126.05,,,,,,,,
,,,287.58,,,,,,,,
,,,438.29,,,,,,,,
,,,686.22,,,,,,,,
,,,549.65,,,,,,,,
,,,608.73,,,,,,,,
,,,590.46,,,,,,,,
,,,400.39,,,,,,,,
,,,819.24,,,,,,,,
,,,364.24,,,,,,,,
,,,47.85,,,,,,,,
,,,511.79,,,,,,,,
,,,567.6,,,,,,,,
,,,7.81,,,,,,,,
,,,529.44,,,,,,,,
,,,94.95,,,,,,,,
,,,158.19,,,,,,,,
,,,172.94,,,,,,,,
,,,593.83,,,,,,,,
,,,41.9,,,,,,,,
,,,797.6,,,,,,,,
,,,767.45,,,,,,,,
,,,187.95,,,,,,,,
,,,382.54,,,,,,,,
,,,743.4,,,,,,,,
,,,727.67,,,,,,,,
,,,392.76,,,,,,,,
,,,335.69,,,,,,,,
,,,43.01,,,,,,,,
,,,107.46,,,,,,,,
,,,274.79,,,,,,,,
,,,876.67,,,,,,,,
,,,552.62,,,,,,,,
,,,1202.13,,,,,,,,
,,,32.43,,,,,,,,
,,,146.31,,,,,,,,
,,,333.02,,,,,,,,
,,,2165.06,,,,,,,,
,,,311.87,,,,,,,,
,,,971.84,,,,,,,,
,,,712.5,,,,,,,,
,,,1230.84,,,,,,,,
,,,327.37,,,,,,,,
,,,262.98,,,,,,,,
,,,237.2,,,,,,,,
,,,174.02,,,,,,,,
,,,120.41,,,,,,,,
,,,57.19,,,,,,,,
,,,212.7,,,,,,,,
,,,146.53,,,,,,,,
,,,254.92,,,,,,,,
,,,81.07,,,,,,,,
,,,281.81,,,,,,,,
,,,218.42,,,,,,,,
,,,101.02,,,,,,,,
,,,119.29,,,,,,,,
,,,99.05,,,,,,,,
,,,494.78,,,,,,,,
,,,57.01,,,,,,,,
,,,144.94,,,,,,,,
,,,192.59,,,,,,,,
,,,123.1,,,,,,,,
,,,1224.55,,,,,,,,
,,,604.99,,,,,,,,
,,,743.81,,,,,,,,
,,,459.49,,,,,,,,
,,,74.58,,,,,,,,
,,,510.19,,,,,,,,
,,,464.84,,,,,,,,
,,,346.42,,,,,,,,
,,,81.17,,,,,,,,
,,,939.28,,,,,,,,
,,,178.06,,,,,,,,
,,,1173.86,,,,,,,,
,,,651.24,,,,,,,,
,,,284.41,,,,,,,,
,,,546.48,,,,,,,,
,,,812.35,,,,,,,,
,,,466.32,,,,,,,,
,,,671.41,,,,,,,,
,,,500.45,,,,,,,,
,,,488.42,,,,,,,,
,,,714.41,,,,,,,,
,,,338.08,,,,,,,,
,,,534.15,,,,,,,,
,,,449.6,,,,,,,,
,,,537.77,,,,,,,,
,,,254.64,,,,,,,,
,,,20.51,,,,,,,,
,,,554.88,,,,,,,,
,,,89.15,,,,,,,,
,,,150.87,,,,,,,,
,,,240.3,,,,,,,,
,,,631.18,,,,,,,,
,,,200.64,,,,,,,,
,,,860.19,,,,,,,,
,,,41.7,,,,,,,,
,,,228.3,,,,,,,,
,,,824.67,,,,,,,,
,,,855.8,,,,,,,,
,,,379.86,,,,,,,,
,,,395.98,,,,,,,,
,,,88.8,,,,,,,,
,,,269.75,,,,,,,,
,,,841.6,,,,,,,,
,,,570.9,,,,,,,,
,,,1398.2,,,,,,,,
,,,48.02,,,,,,,,
,,,306.99,,,,,,,,
,,,168.15,,,,,,,,
,,,340.55,,,,,,,,
,,,369.78,,,,,,,,
,,,2087.28,,,,,,,,
,,,323.91,,,,,,,,
,,,1047.19,,,,,,,,
,,,762.75,,,,,,,,
,,,1370.98,,,,,,,,
,,,1205.19,,,,,,,,
,,,436.52,,,,,,,,
,,,308.56,,,,,,,,
,,,127.47,,,,,,,,
,,,82.09,,,,,,,,
,,,233.8,,,,,,,,
,,,104.86,,,,,,,,
,,,86.13,,,,,,,,
,,,101.24,,,,,,,,
,,,274.18,,,,,,,,
,,,140.31,,,,,,,,
,,,251.26,,,,,,,,
,,,267.69,,,,,,,,
,,,202.09,,,,,,,,
,,,135.05,,,,,,,,
,,,162.59,,,,,,,,
,,,107.1,,,,,,,,
,,,249.17,,,,,,,,
,,,389.47,,,,,,,,
,,,78.9,,,,,,,,
,,,116.4,,,,,,,,
,,,216.88,,,,,,,,
,,,253.98,,,,,,,,
,,,111.58,,,,,,,,
,,,792.87,,,,,,,,
,,,444.56,,,,,,,,
,,,560.08,,,,,,,,
,,,361.77,,,,,,,,
,,,67.96,,,,,,,,
,,,426.49,,,,,,,,
,,,326.85,,,,,,,,
,,,332.29,,,,,,,,
,,,106.08,,,,,,,,
,,,653.04,,,,,,,,
,,,134.43,,,,,,,,
,,,845.18,,,,,,,,
,,,443.32,,,,,,,,
,,,496.92,,,,,,,,
,,,312.9,,,,,,,,
,,,517.29,,,,,,,,
,,,547.34,,,,,,,,
,,,30.35,,,,,,,,
,,,390.71,,,,,,,,
,,,316.15,,,,,,,,
,,,387.37,,,,,,,,
,,,177.74,,,,,,,,
,,,17.8,,,,,,,,
,,,392.52,,,,,,,,
,,,49.96,,,,,,,,
,,,117.94,,,,,,,,
,,,172.98,,,,,,,,
,,,594.79,,,,,,,,
,,,590.58,,,,,,,,
,,,264.58,,,,,,,,
,,,562.05,,,,,,,,
,,,269.46,,,,,,,,
,,,283.57,,,,,,,,
,,,35.7,,,,,,,,
,,,586.76,,,,,,,,
,,,503.18,,,,,,,,
,,,1176.69,,,,,,,,
,,,124.65,,,,,,,,
,,,244.58,,,,,,,,
,,,1576.24,,,,,,,,
,,,209.22,,,,,,,,
,,,742.61,,,,,,,,
,,,574.92,,,,,,,,
,,,949.93,,,,,,,,
,,,944.34,,,,,,,,
,,,99.16,,,,,,,,
,,,150.91,,,,,,,,
,,,137.0,,,,,,,,
,,,190.41,,,,,,,,
,,,149.57,,,,,,,,
,,,89.56,,,,,,,,
,,,43.79,,,,,,,,
,,,79.78,,,,,,,,
,,,51.59,,,,,,,,
,,,181.78,,,,,,,,
,,,546.25,,,,,,,,
,,,332.84,,,,,,,,
,,,494.52,,,,,,,,
,,,181.92,,,,,,,,
,,,286.3,,,,,,,,
,,,124.21,,,,,,,,
,,,516.69,,,,,,,,
,,,158.25,,,,,,,,
,,,602.14,,,,,,,,
,,,311.26,,,,,,,,
,,,190.3,,,,,,,,
,,,411.78,,,,,,,,
,,,336.26,,,,,,,,
,,,445.05,,,,,,,,
,,,258.94,,,,,,,,
,,,191.37,,,,,,,,
,,,428.05,,,,,,,,
,,,34.2,,,,,,,,
,,,367.31,,,,,,,,
,,,306.43,,,,,,,,
,,,320.19,,,,,,,,
,,,140.56,,,,,,,,
,,,51.61,,,,,,,,
,,,114.54,,,,,,,,
,,,63.66,,,,,,,,
,,,156.85,,,,,,,,
,,,185.31,,,,,,,,
,,,115.33,,,,,,,,
,,,463.25,,,,,,,,
,,,42.53,,,,,,,,
,,,542.31,,,,,,,,
,,,467.58,,,,,,,,
,,,90.6,,,,,,,,
,,,236.55,,,,,,,,
,,,354.74,,,,,,,,
,,,187.37,,,,,,,,
,,,306.32,,,,,,,,
,,,688.12,,,,,,,,
,,,216.66,,,,,,,,
,,,112.43,,,,,,,,
,,,1336.57,,,,,,,,
,,,138.25,,,,,,,,
,,,355.33,,,,,,,,
,,,369.45,,,,,,,,
,,,643.13,,,,,,,,
,,,638.49,,,,,,,,
,,,203.81,,,,,,,,
,,,154.79,,,,,,,,
,,,133.88,,,,,,,,
,,,47.39,,,,,,,,
,,,50.81,,,,,,,,
,,,53.78,,,,,,,,
,,,116.08,,,,,,,,
,,,123.96,,,,,,,,
