ServiceDate,Routes,RouteName,CurrentRevenue,Ridership,TokenCount,TicketCount,PassCount,BillCount,UnclassifiedRevenue,DumpCount,
,,,401.35,,,,,,37.98,,
,,,265.93,,,,,,23.4,,
,,,453.03,,,,,,16.79,,
,,,2354.98,,,,,,15.49,,
,,,255.83,,,,,,30.32,,
,,,1108.34,,,,,,37.65,,
,,,735.96,,,,,,26.95,,
,,,1310.5,,,,,,31.78,,
,,,1249.39,,,,,,52.7,,
,,,406.08,,,,,,72.93,,
,,,410.37,,,,,,36.93,,
,,,253.18,,,,,,55.02,,
,,,60.95,,,,,,1.42,,
,,,194.12,,,,,,66.53,,
,,,91.69,,,,,,34.46,,
,,,139.66,,,,,,35.82,,
,,,296.94,,,,,,42.52,,
,,,161.71,,,,,,42.24,,
,,,146.8,,,,,,65.75,,
,,,282.98,,,,,,65.29,,
,,,200.72,,,,,,35.42,,
,,,259.14,,,,,,29.94,,
,,,232.03,,,,,,53.6,,
,,,204.5,,,,,,39.35,,
,,,176.38,,,,,,28.71,,
,,,187.57,,,,,,39.54,,
,,,132.02,,,,,,25.7,,
,,,356.86,,,,,,70.61,,
,,,489.11,,,,,,20.17,,
,,,72.98,,,,,,88.82,,
,,,41.24,,,,,,48.14,,
,,,140.66,,,,,,7.95,,
,,,76.04,,,,,,0.34,,
,,,146.19,,,,,,100.57,,
,,,205.96,,,,,,30.07,,
,,,115.25,,,,,,33.7,,
,,,872.89,,,,,,71.74,,
,,,359.92,,,,,,61.13,,
,,,607.07,,,,,,45.41,,
,,,291.47,,,,,,27.09,,
,,,342.11,,,,,,17.74,,
,,,372.97,,,,,,17.03,,
,,,344.74,,,,,,40.28,,
,,,168.1,,,,,,31.48,,
,,,837.36,,,,,,28.4,,
,,,255.26,,,,,,61.93,,
,,,252.59,,,,,,57.42,,
,,,901.68,,,,,,69.49,,
,,,300.83,,,,,,83.45,,
,,,283.09,,,,,,52.12,,
,,,512.74,,,,,,15.81,,
,,,651.34,,,,,,90.23,,
,,,433.28,,,,,,39.15,,
,,,630.18,,,,,,33.95,,
,,,331.47,,,,,,25.8,,
,,,320.55,,,,,,47.07,,
,,,527.81,,,,,,50.89,,
,,,74.04,,,,,,34.47,,
,,,469.89,,,,,,43.53,,
,,,336.73,,,,,,22.61,,
,,,436.76,,,,,,19.57,,
,,,124.47,,,,,,45.89,,
,,,447.67,,,,,,81.86,,
,,,87.48,,,,,,84.74,,
,,,274.3,,,,,,20.06,,
,,,346.52,,,,,,64.73,,
,,,197.36,,,,,,38.02,,
,,,625.41,,,,,,52.02,,
,,,786.17,,,,,,15.97,,
,,,798.79,,,,,,111.82,,
,,,124.95,,,,,,48.91,,
,,,378.52,,,,,,44.14,,
,,,632.72,,,,,,72.78,,
,,,596.89,,,,,,64.51,,
,,,243.51,,,,,,25.26,,
,,,352.01,,,,,,29.87,,
,,,214.76,,,,,,55.38,,
,,,184.77,,,,,,25.73,,
,,,668.83,,,,,,16.1,,
,,,439.19,,,,,,28.9,,
,,,1007.93,,,,,,36.86,,
,,,1094.45,,,,,,21.84,,
,,,323.86,,,,,,35.97,,
,,,219.72,,,,,,78.32,,
,,,229.72,,,,,,101.38,,
,,,1686.05,,,,,,63.99,,
,,,144.03,,,,,,35.76,,
,,,619.41,,,,,,63.69,,
,,,470.02,,,,,,65.3,,
,,,912.3,,,,,,11.13,,
,,,1016.36,,,,,,7.71,,
,,,170.82,,,,,,56.05,,
,,,185.26,,,,,,32.99,,
,,,116.95,,,,,,42.99,,
,,,81.37,,,,,,1.64,,
,,,134.47,,,,,,23.74,,
,,,104.65,,,,,,20.98,,
,,,162.54,,,,,,22.5,,
,,,177.62,,,,,,56.77,,
,,,60.87,,,,,,63.27,,
,,,206.06,,,,,,24.13,,
,,,95.99,,,,,,54.02,,
,,,151.83,,,,,,41.69,,
,,,225.72,,,,,,1.2,,
,,,149.02,,,,,,21.82,,
,,,77.37,,,,,,23.32,,
,,,91.83,,,,,,31.14,,
,,,109.18,,,,,,0.17,,
,,,264.71,,,,,,25.07,,
,,,358.41,,,,,,14.71,,
,,,38.78,,,,,,39.5,,
,,,121.59,,,,,,80.15,,
,,,50.3,,,,,,44.13,,
,,,116.34,,,,,,36.71,,
,,,79.01,,,,,,52.79,,
,,,59.86,,,,,,23.87,,
,,,657.19,,,,,,24.11,,
,,,287.52,,,,,,42.51,,
,,,544.78,,,,,,41.8,,
,,,210.87,,,,,,23.27,,
,,,222.77,,,,,,61.64,,
,,,278.37,,,,,,79.07,,
,,,254.1,,,,,,41.06,,
,,,154.15,,,,,,51.29,,
,,,706.65,,,,,,21.06,,
,,,198.95,,,,,,83.62,,
,,,155.74,,,,,,87.33,,
,,,341.25,,,,,,34.23,,
,,,254.45,,,,,,67.71,,
,,,444.91,,,,,,62.15,,
,,,348.81,,,,,,22.21,,
,,,325.61,,,,,,0.02,,
,,,440.59,,,,,,92.96,,
,,,322.51,,,,,,55.42,,
,,,240.09,,,,,,56.84,,
,,,469.3,,,,,,42.93,,
,,,214.79,,,,,,85.49,,
,,,27.05,,,,,,30.2,,
,,,349.44,,,,,,60.62,,
,,,251.71,,,,,,35.0,,
,,,372.46,,,,,,50.84,,
,,,139.74,,,,,,35.28,,
,,,276.5,,,,,,72.96,,
,,,95.8,,,,,,79.94,,
,,,133.68,,,,,,39.36,,
,,,279.8,,,,,,62.84,,
,,,265.44,,,,,,57.86,,
,,,136.51,,,,,,44.24,,
,,,481.64,,,,,,72.38,,
,,,646.88,,,,,,50.3,,
,,,640.83,,,,,,57.9,,
,,,121.49,,,,,,14.09,,
,,,521.46,,,,,,31.94,,
,,,470.25,,,,,,25.81,,
,,,147.17,,,,,,56.18,,
,,,283.85,,,,,,22.83,,
,,,154.27,,,,,,42.22,,
,,,231.16,,,,,,51.56,,
,,,457.77,,,,,,61.28,,
,,,247.24,,,,,,80.0,,
,,,1068.35,,,,,,31.56,,
,,,1129.05,,,,,,23.31,,
,,,181.39,,,,,,14.75,,
,,,147.07,,,,,,30.66,,
,,,168.52,,,,,,125.77,,
,,,1133.52,,,,,,39.44,,
,,,451.81,,,,,,22.34,,
,,,370.17,,,,,,41.5,,
,,,734.08,,,,,,17.39,,
,,,488.86,,,,,,49.74,,
,,,128.15,,,,,,40.45,,
,,,75.52,,,,,,54.27,,
,,,139.32,,,,,,40.21,,
,,,51.01,,,,,,20.48,,
,,,36.45,,,,,,63.74,,
,,,155.67,,,,,,46.64,,
,,,113.5,,,,,,31.6,,
,,,121.52,,,,,,67.9,,
,,,190.67,,,,,,12.95,,
,,,50.65,,,,,,88.65,,
,,,146.39,,,,,,47.02,,
,,,179.72,,,,,,67.51,,
,,,118.8,,,,,,68.34,,
,,,116.68,,,,,,32.84,,
,,,55.37,,,,,,52.22,,
,,,174.92,,,,,,25.61,,
,,,184.32,,,,,,88.49,,
,,,84.43,,,,,,71.76,,
,,,66.96,,,,,,49.7,,
,,,95.92,,,,,,55.75,,
,,,77.16,,,,,,42.15,,
,,,575.95,,,,,,51.61,,
,,,578.06,,,,,,35.68,,
,,,251.02,,,,,,14.41,,
,,,305.3,,,,,,88.0,,
,,,363.96,,,,,,48.81,,
,,,220.16,,,,,,104.88,,
,,,155.91,,,,,,52.76,,
,,,560.69,,,,,,51.63,,
,,,173.76,,,,,,61.3,,
,,,729.82,,,,,,54.37,,
,,,233.07,,,,,,33.66,,
,,,434.65,,,,,,42.32,,
,,,360.74,,,,,,43.79,,
,,,280.56,,,,,,38.12,,
,,,563.78,,,,,,24.69,,
,,,308.62,,,,,,15.42,,
,,,212.79,,,,,,32.46,,
,,,395.35,,,,,,46.15,,
,,,214.6,,,,,,23.97,,
,,,38.95,,,,,,70.26,,
,,,335.94,,,,,,36.2,,
,,,324.43,,,,,,72.16,,
,,,113.39,,,,,,54.47,,
,,,416.01,,,,,,1.53,,
,,,167.17,,,,,,16.7,,
,,,191.67,,,,,,34.02,,
,,,117.78,,,,,,14.51,,
,,,358.71,,,,,,11.93,,
,,,511.7,,,,,,24.74,,
,,,665.29,,,,,,54.06,,
,,,130.71,,,,,,55.77,,
,,,269.71,,,,,,45.93,,
,,,447.22,,,,,,82.95,,
,,,493.49,,,,,,48.56,,
,,,204.03,,,,,,53.78,,
,,,366.29,,,,,,35.49,,
,,,198.6,,,,,,35.87,,
,,,449.36,,,,,,23.96,,
,,,285.24,,,,,,19.16,,
,,,928.07,,,,,,49.19,,
,,,872.51,,,,,,41.48,,
,,,190.89,,,,,,44.31,,
,,,114.29,,,,,,9.76,,
,,,89.34,,,,,,36.14,,
,,,1234.24,,,,,,74.46,,
,,,175.42,,,,,,84.29,,
,,,411.46,,,,,,60.58,,
,,,358.09,,,,,,58.08,,
,,,775.49,,,,,,26.69,,
,,,575.44,,,,,,1.74,,
,,,223.56,,,,,,1.41,,
,,,149.1,,,,,,77.59,,
,,,76.88,,,,,,44.69,,
,,,76.22,,,,,,19.95,,
,,,156.98,,,,,,15.34,,
,,,32.32,,,,,,39.9,,
,,,122.82,,,,,,2.38,,
,,,142.02,,,,,,23.49,,
,,,50.73,,,,,,46.65,,
,,,214.64,,,,,,97.26,,
,,,72.37,,,,,,40.77,,
,,,143.11,,,,,,80.36,,
,,,177.25,,,,,,87.29,,
,,,97.83,,,,,,55.1,,
,,,109.16,,,,,,28.61,,
,,,67.8,,,,,,63.83,,
,,,104.61,,,,,,52.66,,
,,,272.26,,,,,,20.92,,
,,,79.0,,,,,,18.12,,
,,,85.09,,,,,,79.87,,
,,,78.06,,,,,,56.35,,
,,,90.19,,,,,,59.41,,
,,,1200.12,,,,,,45.45,,
,,,470.42,,,,,,42.58,,
,,,905.62,,,,,,31.53,,
,,,530.48,,,,,,35.26,,
,,,103.9,,,,,,22.27,,
,,,508.46,,,,,,30.11,,
,,,394.61,,,,,,56.4,,
,,,77.87,,,,,,40.84,,
,,,1065.69,,,,,,29.08,,
,,,234.7,,,,,,40.11,,
,,,1215.17,,,,,,78.02,,
,,,653.78,,,,,,95.11,,
,,,328.53,,,,,,44.61,,
,,,571.56,,,,,,69.36,,
,,,513.05,,,,,,62.2,,
,,,504.9,,,,,,35.84,,
,,,312.33,,,,,,12.66,,
,,,591.21,,,,,,63.75,,
,,,292.65,,,,,,49.72,,
,,,32.25,,,,,,23.46,,
,,,491.88,,,,,,60.71,,
,,,517.44,,,,,,45.96,,
,,,533.21,,,,,,24.76,,
,,,259.89,,,,,,39.93,,
,,,13.15,,,,,,26.57,,
,,,500.5,,,,,,29.18,,
,,,88.78,,,,,,38.32,,
,,,178.62,,,,,,36.45,,
,,,214.85,,,,,,76.48,,
,,,524.26,,,,,,17.57,,
,,,273.57,,,,,,73.68,,
,,,727.75,,,,,,59.02,,
,,,847.14,,,,,,61.95,,
,,,946.23,,,,,,56.49,,
,,,282.12,,,,,,45.03,,
,,,357.07,,,,,,14.0,,
,,,692.83,,,,,,69.72,,
,,,488.98,,,,,,38.65,,
,,,443.42,,,,,,63.04,,
,,,106.73,,,,,,24.56,,
,,,174.45,,,,,,60.19,,
,,,350.98,,,,,,63.8,,
,,,737.08,,,,,,34.6,,
,,,601.83,,,,,,39.16,,
,,,1371.59,,,,,,33.1,,
,,,593.93,,,,,,42.53,,
,,,314.49,,,,,,48.3,,
,,,332.27,,,,,,33.06,,
,,,362.96,,,,,,46.3,,
,,,385.01,,,,,,11.45,,
,,,2224.6,,,,,,82.58,,
,,,279.6,,,,,,105.23,,
,,,960.52,,,,,,56.72,,
,,,704.23,,,,,,14.64,,
,,,1222.45,,,,,,0.62,,
,,,1017.7,,,,,,44.95,,
,,,383.23,,,,,,17.85,,
,,,286.98,,,,,,39.8,,
,,,268.76,,,,,,37.27,,
,,,183.64,,,,,,11.57,,
,,,106.41,,,,,,16.29,,
,,,95.38,,,,,,36.92,,
,,,261.88,,,,,,49.0,,
,,,186.64,,,,,,39.62,,
,,,90.93,,,,,,47.78,,
,,,331.73,,,,,,44.16,,
,,,210.39,,,,,,16.16,,
,,,253.29,,,,,,65.89,,
,,,212.51,,,,,,19.83,,
,,,146.46,,,,,,10.43,,
,,,95.88,,,,,,18.01,,
,,,145.78,,,,,,37.9,,
,,,257.4,,,,,,35.78,,
,,,437.42,,,,,,42.26,,
,,,63.95,,,,,,27.79,,
,,,22.04,,,,,,77.51,,
,,,144.04,,,,,,39.09,,
,,,218.66,,,,,,38.39,,
,,,121.6,,,,,,35.51,,
,,,155.07,,,,,,23.09,,
,,,112.42,,,,,,30.28,,
,,,1181.77,,,,,,65.03,,
,,,461.53,,,,,,92.06,,
,,,709.04,,,,,,47.82,,
,,,434.22,,,,,,28.66,,
,,,90.76,,,,,,86.62,,
,,,477.08,,,,,,38.16,,
,,,406.61,,,,,,14.7,,
,,,496.33,,,,,,62.25,,
,,,113.03,,,,,,18.07,,
,,,917.26,,,,,,35.11,,
,,,247.7,,,,,,27.19,,
,,,1290.69,,,,,,79.14,,
,,,633.63,,,,,,52.89,,
,,,320.2,,,,,,68.29,,
,,,674.36,,,,,,63.86,,
,,,543.75,,,,,,37.24,,
,,,433.33,,,,,,12.53,,
,,,712.55,,,,,,11.98,,
,,,466.54,,,,,,11.08,,
,,,372.91,,,,,,65.84,,
,,,709.76,,,,,,29.61,,
,,,423.38,,,,,,38.43,,
,,,43.27,,,,,,62.66,,
,,,456.52,,,,,,52.95,,
,,,613.79,,,,,,38.45,,
,,,244.68,,,,,,66.83,,
,,,33.95,,,,,,31.77,,
,,,602.9,,,,,,43.21,,
,,,128.46,,,,,,50.03,,
,,,203.49,,,,,,23.72,,
,,,218.1,,,,,,75.18,,
,,,386.67,,,,,,98.92,,
,,,248.97,,,,,,47.6,,
,,,775.45,,,,,,70.01,,
,,,52.9,,,,,,21.34,,
,,,901.99,,,,,,64.44,,
,,,821.62,,,,,,47.42,,
,,,221.28,,,,,,13.51,,
,,,385.55,,,,,,21.7,,
,,,832.64,,,,,,41.54,,
,,,676.17,,,,,,37.08,,
,,,397.2,,,,,,43.97,,
,,,419.12,,,,,,30.79,,
,,,106.27,,,,,,48.28,,
,,,235.77,,,,,,66.11,,
,,,316.83,,,,,,81.15,,
,,,736.73,,,,,,48.2,,
,,,585.88,,,,,,38.08,,
,,,1574.97,,,,,,66.43,,
,,,574.29,,,,,,126.73,,
,,,320.58,,,,,,69.63,,
,,,299.05,,,,,,71.88,,
,,,314.74,,,,,,46.73,,
,,,388.34,,,,,,19.71,,
,,,2147.95,,,,,,29.6,,
,,,228.14,,,,,,96.04,,
,,,936.67,,,,,,51.72,,
,,,781.64,,,,,,63.13,,
,,,1076.38,,,,,,0.47,,
,,,1212.86,,,,,,43.39,,
,,,357.49,,,,,,33.08,,
,,,302.8,,,,,,89.57,,
,,,182.41,,,,,,101.06,,
,,,85.12,,,,,,69.89,,
,,,220.92,,,,,,61.94,,
,,,105.83,,,,,,31.82,,
,,,121.75,,,,,,32.11,,
,,,226.47,,,,,,24.73,,
,,,195.57,,,,,,41.83,,
,,,92.12,,,,,,28.96,,
,,,328.1,,,,,,63.15,,
,,,125.31,,,,,,54.64,,
,,,227.21,,,,,,75.65,,
,,,279.07,,,,,,70.9,,
,,,156.15,,,,,,45.08,,
,,,118.37,,,,,,31.5,,
,,,109.81,,,,,,8.8,,
,,,232.45,,,,,,47.43,,
,,,448.35,,,,,,34.72,,
,,,37.32,,,,,,36.91,,
,,,184.64,,,,,,45.01,,
,,,110.32,,,,,,17.16,,
,,,176.52,,,,,,78.62,,
,,,200.85,,,,,,41.91,,
,,,77.53,,,,,,35.99,,
,,,1190.76,,,,,,44.03,,
,,,446.94,,,,,,34.06,,
,,,852.4,,,,,,39.85,,
,,,476.35,,,,,,44.98,,
,,,72.9,,,,,,27.17,,
,,,446.5,,,,,,26.21,,
,,,466.24,,,,,,41.28,,
,,,423.64,,,,,,16.51,,
,,,129.14,,,,,,61.42,,
,,,1030.91,,,,,,51.19,,
,,,281.27,,,,,,15.54,,
,,,1122.15,,,,,,52.1,,
,,,694.77,,,,,,55.37,,
,,,328.04,,,,,,26.89,,
,,,564.74,,,,,,68.91,,
,,,526.33,,,,,,17.38,,
,,,542.53,,,,,,100.93,,
,,,801.3,,,,,,51.14,,
,,,439.35,,,,,,73.94,,
,,,490.06,,,,,,61.16,,
,,,631.85,,,,,,29.88,,
,,,335.17,,,,,,33.26,,
,,,40.55,,,,,,82.83,,
,,,611.36,,,,,,29.22,,
,,,443.76,,,,,,58.29,,
,,,580.28,,,,,,45.46,,
,,,283.03,,,,,,32.85,,
,,,488.25,,,,,,37.18,,
,,,137.93,,,,,,89.16,,
,,,186.87,,,,,,157.01,,
,,,257.47,,,,,,56.56,,
,,,484.69,,,,,,57.74,,
,,,222.87,,,,,,6.14,,
,,,641.46,,,,,,83.55,,
,,,66.87,,,,,,49.06,,
,,,922.93,,,,,,36.28,,
,,,841.84,,,,,,20.52,,
,,,230.01,,,,,,21.73,,
,,,340.83,,,,,,53.16,,
,,,816.57,,,,,,80.78,,
,,,716.28,,,,,,88.08,,
,,,369.41,,,,,,49.6,,
,,,477.94,,,,,,57.43,,
,,,140.87,,,,,,89.13,,
,,,119.0,,,,,,29.57,,
,,,709.54,,,,,,30.0,,
,,,592.36,,,,,,37.39,,
,,,1548.52,,,,,,45.2,,
,,,567.76,,,,,,23.76,,
,,,301.16,,,,,,30.96,,
,,,236.2,,,,,,54.16,,
,,,279.53,,,,,,39.3,,
,,,2119.51,,,,,,70.1,,
,,,308.12,,,,,,17.05,,
,,,910.78,,,,,,95.51,,
,,,774.76,,,,,,52.07,,
,,,1291.55,,,,,,60.48,,
,,,1244.14,,,,,,60.66,,
,,,291.12,,,,,,43.85,,
,,,301.55,,,,,,29.71,,
,,,165.55,,,,,,72.65,,
,,,30.37,,,,,,29.86,,
,,,208.44,,,,,,25.41,,
,,,106.98,,,,,,59.97,,
,,,168.09,,,,,,90.07,,
,,,243.7,,,,,,33.89,,
,,,89.37,,,,,,38.35,,
,,,70.39,,,,,,47.92,,
,,,321.37,,,,,,48.55,,
,,,129.83,,,,,,18.52,,
,,,268.59,,,,,,86.51,,
,,,213.45,,,,,,36.89,,
,,,169.38,,,,,,85.17,,
,,,94.47,,,,,,52.21,,
,,,53.39,,,,,,46.94,,
,,,117.41,,,,,,37.86,,
,,,314.14,,,,,,15.16,,
,,,396.07,,,,,,21.57,,
,,,50.34,,,,,,37.59,,
,,,168.34,,,,,,69.13,,
,,,118.39,,,,,,27.61,,
,,,199.22,,,,,,41.15,,
,,,97.23,,,,,,1.39,,
,,,1192.88,,,,,,30.69,,
,,,476.76,,,,,,41.72,,
,,,450.02,,,,,,55.17,,
,,,94.4,,,,,,41.88,,
,,,513.5,,,,,,20.57,,
,,,516.57,,,,,,61.32,,
,,,403.49,,,,,,34.2,,
,,,885.06,,,,,,49.82,,
,,,246.34,,,,,,29.38,,
,,,1065.6,,,,,,15.61,,
,,,610.98,,,,,,43.45,,
,,,300.2,,,,,,33.97,,
,,,676.91,,,,,,52.82,,
,,,488.4,,,,,,32.9,,
,,,832.17,,,,,,89.7,,
,,,507.59,,,,,,94.22,,
,,,387.87,,,,,,62.89,,
,,,669.74,,,,,,44.45,,
,,,423.77,,,,,,68.66,,
,,,26.35,,,,,,42.79,,
,,,494.88,,,,,,41.38,,
,,,407.7,,,,,,49.17,,
,,,524.42,,,,,,58.96,,
,,,291.93,,,,,,31.1,,
,,,26.8,,,,,,42.02,,
,,,654.72,,,,,,31.33,,
,,,66.01,,,,,,29.93,,
,,,233.93,,,,,,30.56,,
,,,276.03,,,,,,38.13,,
,,,240.4,,,,,,82.06,,
,,,674.0,,,,,,88.15,,
,,,42.1,,,,,,50.4,,
,,,830.07,,,,,,58.22,,
,,,782.65,,,,,,57.41,,
,,,226.48,,,,,,152.36,,
,,,450.46,,,,,,12.61,,
,,,808.57,,,,,,151.3,,
,,,681.18,,,,,,40.19,,
,,,278.41,,,,,,20.74,,
,,,446.15,,,,,,54.34,,
,,,114.51,,,,,,56.07,,
,,,211.93,,,,,,44.27,,
,,,829.75,,,,,,43.18,,
,,,580.12,,,,,,22.79,,
,,,1630.6,,,,,,28.62,,
,,,530.18,,,,,,39.59,,
,,,377.86,,,,,,50.75,,
,,,411.73,,,,,,30.33,,
,,,275.92,,,,,,45.87,,
,,,381.93,,,,,,15.7,,
,,,2083.95,,,,,,69.25,,
,,,295.81,,,,,,24.83,,
,,,977.71,,,,,,104.7,,
,,,693.5,,,,,,71.29,,
,,,1245.25,,,,,,79.26,,
,,,1268.02,,,,,,46.18,,
,,,423.93,,,,,,52.63,,
,,,272.86,,,,,,43.84,,
,,,185.51,,,,,,26.73,,
,,,86.79,,,,,,17.36,,
,,,210.11,,,,,,56.04,,
,,,123.3,,,,,,45.17,,
,,,233.47,,,,,,29.34,,
,,,178.64,,,,,,80.71,,
,,,259.63,,,,,,89.84,,
,,,255.05,,,,,,53.7,,
,,,228.68,,,,,,61.65,,
,,,246.37,,,,,,36.58,,
,,,148.08,,,,,,58.4,,
,,,150.09,,,,,,38.79,,
,,,182.11,,,,,,38.9,,
,,,338.26,,,,,,28.68,,
,,,419.91,,,,,,46.06,,
,,,79.77,,,,,,34.45,,
,,,60.79,,,,,,44.36,,
,,,133.23,,,,,,13.66,,
,,,122.12,,,,,,15.68,,
,,,137.5,,,,,,75.96,,
,,,103.78,,,,,,31.38,,
,,,717.45,,,,,,88.85,,
,,,357.97,,,,,,70.0,,
,,,628.44,,,,,,49.81,,
,,,311.34,,,,,,36.07,,
,,,263.13,,,,,,51.98,,
,,,403.38,,,,,,70.62,,
,,,270.5,,,,,,1.19,,
,,,147.16,,,,,,40.43,,
,,,810.69,,,,,,28.03,,
,,,128.39,,,,,,58.99,,
,,,149.88,,,,,,86.92,,
,,,828.61,,,,,,33.46,,
,,,327.71,,,,,,74.05,,
,,,221.18,,,,,,68.88,,
,,,490.56,,,,,,39.4,,
,,,457.31,,,,,,47.85,,
,,,627.21,,,,,,44.53,,
,,,285.15,,,,,,50.45,,
,,,302.66,,,,,,0.56,,
,,,268.39,,,,,,57.54,,
,,,110.25,,,,,,46.81,,
,,,303.28,,,,,,69.01,,
,,,292.59,,,,,,70.34,,
,,,426.07,,,,,,35.27,,
,,,1.45,,,,,,70.58,,
,,,469.52,,,,,,19.19,,
,,,104.69,,,,,,98.55,,
,,,131.03,,,,,,45.39,,
,,,214.3,,,,,,60.94,,
,,,202.65,,,,,,48.76,,
,,,239.62,,,,,,14.36,,
,,,537.69,,,,,,27.01,,
,,,56.0,,,,,,75.32,,
,,,652.36,,,,,,36.08,,
,,,598.51,,,,,,27.77,,
,,,117.02,,,,,,0.99,,
,,,330.42,,,,,,35.06,,
,,,585.99,,,,,,20.63,,
,,,600.46,,,,,,88.07,,
,,,277.68,,,,,,90.2,,
,,,218.69,,,,,,75.16,,
,,,29.3,,,,,,76.41,,
,,,182.06,,,,,,47.29,,
,,,228.53,,,,,,23.37,,
,,,621.09,,,,,,25.35,,
,,,419.61,,,,,,27.14,,
,,,1305.17,,,,,,48.57,,
,,,1055.03,,,,,,25.93,,
,,,355.54,,,,,,53.4,,
,,,142.06,,,,,,46.61,,
,,,197.09,,,,,,39.25,,
,,,221.49,,,,,,40.85,,
,,,1454.03,,,,,,34.92,,
,,,134.74,,,,,,108.16,,
,,,566.78,,,,,,95.06,,
,,,499.98,,,,,,46.34,,
,,,944.51,,,,,,61.61,,
,,,877.21,,,,,,43.95,,
,,,225.96,,,,,,27.65,,
,,,193.82,,,,,,17.81,,
,,,139.3,,,,,,57.15,,
,,,59.96,,,,,,37.36,,
,,,111.2,,,,,,37.6,,
,,,81.52,,,,,,26.23,,
,,,92.95,,,,,,45.7,,
,,,152.85,,,,,,32.7,,
,,,107.69,,,,,,66.6,,
,,,99.47,,,,,,83.06,,
,,,195.42,,,,,,58.3,,
,,,91.19,,,,,,31.65,,
,,,172.43,,,,,,50.72,,
,,,238.2,,,,,,43.31,,
,,,131.53,,,,,,74.67,,
,,,94.9,,,,,,30.14,,
,,,113.36,,,,,,17.72,,
,,,104.6,,,,,,66.08,,
,,,241.83,,,,,,89.66,,
,,,41.06,,,,,,39.0,,
,,,51.47,,,,,,41.19,,
,,,106.01,,,,,,27.04,,
,,,92.01,,,,,,30.1,,
,,,74.0,,,,,,26.19,,
,,,61.2,,,,,,33.54,,
,,,654.96,,,,,,22.19,,
,,,319.79,,,,,,71.6,,
,,,556.51,,,,,,93.27,,
,,,258.93,,,,,,22.77,,
,,,251.84,,,,,,99.66,,
,,,247.71,,,,,,51.68,,
,,,370.56,,,,,,33.93,,
,,,153.65,,,,,,9.42,,
,,,545.4,,,,,,49.97,,
,,,84.9,,,,,,40.07,,
,,,185.07,,,,,,37.92,,
,,,773.21,,,,,,19.36,,
,,,213.75,,,,,,59.25,,
,,,375.64,,,,,,50.48,,
,,,365.04,,,,,,44.28,,
,,,363.04,,,,,,33.85,,
,,,422.95,,,,,,37.84,,
,,,273.97,,,,,,33.14,,
,,,165.02,,,,,,32.69,,
,,,440.05,,,,,,37.01,,
,,,200.1,,,,,,44.55,,
,,,46.65,,,,,,34.93,,
,,,246.56,,,,,,27.28,,
,,,275.32,,,,,,51.24,,
,,,221.32,,,,,,58.6,,
,,,127.69,,,,,,37.62,,
,,,394.76,,,,,,29.51,,
,,,155.31,,,,,,85.53,,
,,,138.11,,,,,,58.68,,
,,,191.56,,,,,,58.94,,
,,,181.96,,,,,,54.8,,
,,,135.4,,,,,,55.3,,
,,,396.52,,,,,,42.84,,
,,,562.5,,,,,,48.53,,
,,,617.03,,,,,,47.79,,
,,,221.74,,,,,,58.81,,
,,,487.58,,,,,,29.7,,
,,,419.52,,,,,,56.51,,
,,,210.6,,,,,,50.22,,
,,,225.77,,,,,,36.23,,
,,,122.85,,,,,,53.77,,
,,,168.5,,,,,,28.54,,
,,,448.92,,,,,,70.35,,
,,,246.31,,,,,,73.74,,
,,,979.43,,,,,,49.49,,
,,,849.95,,,,,,67.63,,
,,,179.3,,,,,,15.74,,
,,,132.64,,,,,,77.39,,
,,,183.54,,,,,,21.02,,
,,,1154.41,,,,,,63.18,,
,,,119.56,,,,,,39.53,,
,,,344.3,,,,,,36.64,,
,,,703.58,,,,,,57.36,,
,,,593.56,,,,,,35.36,,
,,,190.39,,,,,,80.12,,
,,,186.09,,,,,,88.63,,
,,,92.11,,,,,,87.9,,
,,,117.32,,,,,,30.03,,
,,,74.94,,,,,,59.43,,
,,,53.73,,,,,,59.79,,
,,,124.64,,,,,,40.96,,
,,,121.03,,,,,,62.95,,
,,,91.85,,,,,,53.38,,
,,,100.08,,,,,,26.68,,
,,,176.1,,,,,,46.02,,
,,,122.06,,,,,,49.51,,
,,,96.24,,,,,,52.56,,
,,,64.83,,,,,,105.95,,
,,,59.21,,,,,,100.2,,
,,,209.57,,,,,,37.31,,
,,,180.46,,,,,,47.38,,
,,,103.33,,,,,,60.05,,
,,,47.72,,,,,,63.47,,
,,,78.74,,,,,,39.65,,
,,,1264.59,,,,,,48.84,,
,,,504.39,,,,,,19.04,,
,,,860.99,,,,,,70.11,,
,,,531.62,,,,,,21.43,,
,,,102.26,,,,,,58.75,,
,,,529.75,,,,,,0.08,,
,,,437.41,,,,,,30.6,,
,,,388.04,,,,,,30.73,,
,,,109.5,,,,,,40.27,,
,,,808.56,,,,,,30.85,,
,,,252.58,,,,,,93.16,,
,,,1169.68,,,,,,31.62,,
,,,628.96,,,,,,41.25,,
,,,308.67,,,,,,22.44,,
,,,558.03,,,,,,68.46,,
,,,610.59,,,,,,43.08,,
,,,496.03,,,,,,38.81,,
,,,683.85,,,,,,38.37,,
,,,407.88,,,,,,68.62,,
,,,373.41,,,,,,103.91,,
,,,636.39,,,,,,60.03,,
,,,395.4,,,,,,32.24,,
,,,45.25,,,,,,68.69,,
